status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age
✅ Trip Verified ,,Solo Leisure,Economy Class,Amsterdam to Gatwick,19-Jul,1,1,,,,1,1,no,1,  Amsterdam to Gatwick. My 82 year old mother was due to fly back home to Gatwick on Friday 26th July. However when she got to the airport she discovered her flight had been cancelled. She only received an SMS message to confirm this after she had arrived at the airport. After a long wait he got rebooked for this evening (2  nights later.)  The flight has been cancelled again. This time Easyjet did not bother to let her know! She is an elderly lady travelling alone with special assistance. Easyjet has completely abandoned her. We have been customers for many years. This is an absolute scandal! If she didn't have us here how on earth would she cope?,negative,-0.505473,0,24
Not Verified ,,Family Leisure,Economy Class,Amsterdam to London,19-Jul,3,1,,,,1,1,no,1,  Amsterdam to London with easyJet. Flight got cancelled 20 minutes before it was supposed to take off. There was no staff in the connections booth forcing me to leave the airport and go to the departures lounge. The staff didn't care about our problem and had no sympathy at all.,negative,-0.877664,0,24
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Lisbon to Madrid,19-Jul,1,1,,,,2,3,no,2,"  Lisbon to Madrid. They used to have friendly cabin crew members, that seems to have changed. Still, congrats for departing more or less on time. Aircraft was also clean and the short flight was a breeze.",positive,0.900206,0,24
✅ Trip Verified ,,Business,Economy Class,Prague to Basel,19-Jul,3,1,,,,1,1,no,1,"  My plane was diverted from Basel to Zurich. This was not the fault of easyJet. Nor would I give them a bad review for that kind of problem. It is how they handled us post problem that was not acceptable and I would describe as horrible... and possibly negligent. I was left stranded in Zurich near midnight (not familiar at all with Zurich) and told to figure out how I would get to my destination on my own. Here is the text from them: We're sorry that your flight has diverted to Zurich airport. This is due to the closure of Basel airport. The disruption is beyond our control and is considered an extraordinary circumstance. We're very sorry but due to high demand in Zurich we are unable to arrange onward transport for you. If you’re able to make your own arrangements, we will refund the cost. Please retain all your receipts in order to make your claim. If you need any further assistance please speak to one of our ground crew in the airport who will be happy to help you. Note ""if you are able to make your own arrangements"" and ""one of our ground crew in the airport... will be happy to help you"" I found one of the ground crew and kindly asked them for help. They told me ""go catch a train"" (I remained very polite since I know it isn't their fault). I asked them where the train station was and if they could help me figure out which train .. they stated just walk straight and turn left you will see a train station (that is all they would say or do, I was left in shock) They offered no other assistance. I found the airport train station and because it was late at night no one was working there. I had to go to the automatic ticket machines. After struggling for 15 minutes I found out that to get to Basel I would have to take two trains and one bus, all of this in the middle of the night in a place I am unfamiliar with. Why couldn't they have at least given us a map and a guide to which trains we would need to take? This could have been very easy for them to print out and offer. When I arrived at Basel (after 2:00 am) I was informed that a KLM flight who was in the same predicament as my easyJet flight - diverted to Zurich., told their passengers to wait and when the storm moved past... flew them on to Basel. I would avoid this airline at all costs, they don't really care if you make it to your destination nor do they care about your  safety. I am still struggling to understand how they can drop you off in a different place and do nothing to help you get to your intended destination. Warning to all, if your flight has issues you can end up stranded, luckily, I was in a fairly safe location.",negative,-0.569217,0,24
Not Verified ,,Solo Leisure,Economy Class,Gatwick to Keflavik,19-Jul,3,3,3,,,3,3,no,6,"  Gatwick to Keflavik. Easyjet tickets said I can bring a cabin bag but it didn't mentioned at all whether small bag like handbag or lap top are allowed or not. So this create confusion, I would assume I can bring a small bag. So I hope easyjet would highlight this small bag matter in the tickets itself. It was so embarrassed to stop us from entering the flight due to this and some more in front of everybody.",negative,-0.659002,0,24
✅ Trip Verified ,,Family Leisure,Economy Class,Larnaca to Gatwick,19-Jun,2,1,,,,1,2,no,1,"  Larnaca to Gatwick. Horrible airline. The staff were rude to me, plane was dirty, the flight was delayed by 1 hour. The captain didn’t give  an explanation to why the flight was delayed. Worst airline I’ve  been on.",negative,-0.966833,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Berlin to Stockholm,19-Jul,2,3,,,,1,1,no,1, Berlin to Stockholm with easyJet. Rude staff and a highly unpleasant flight. It feels like being treated and pushed around like an animal for slaughter. Please also note that they will charge 60 euro if you have a small bag/purse besides your hand luggage.,negative,-0.951534,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Toulouse to Geneva,19-Jul,3,3,,,,3,1,no,1,"  Toulouse to Geneva. Although not explicitly,  charged me 60 Euros if you have a backpack or other small item to go under your seat, even though overhead bag is free. Great revenue raiser. Not charged on one of their flights last year. Avoid if possible",positive,0.304772,0,24
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Santorini to Manchester,19-Jul,2,2,3,,,2,4,yes,7,  Santorini to Manchester. Not as good as outward journey. The crew weren't as friendly as cabin service seemed to take a while. For Santorini Airport the airline do pretty well in terms of keeping schedule.,negative,-0.370381,0,24
Not Verified ,A320 NEO,Family Leisure,Economy Class,Manchester to Munich,18-Aug,4,4,,,,2,4,yes,7,"  Manchester to Munich. Check in was really easy and efficient using the self check in machines. The boarding was vary chaotic, we arrived at the gate to find just people everywhere, there were 4 available lanes to scan peoples boarding passes but only one was being used. We then had to queue for 5 minutes before they let us on the plane. The plane itself was nice with plenty of legroom (i'm 6ft3). There was a wide range of food available and the crew was very friendly.",positive,0.733881,0,24
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Manchester to Santorini,19-Jul,3,5,2,,,5,4,yes,9,  Manchester to Santorini. Check in was unbelievably quick and friendly - the whole booking and check in was! Nice new plane with really friendly crew. We do this route a lot and this was one of the best. Only negative is that the food on board isn't as good as some inferior airlines.,positive,0.775547,0,24
Not Verified ,,Family Leisure,Economy Class,Gatwick to Vienna,19-Jul,,,,,,1,1,no,1,"  Totally incompetent, rude and unwilling to help after a flight was cancelled! Travelled with 3 Kids and the flight was cancelled really late! At least two hours after it should have taken Off. Staff didn't help out to find another flight or accomodation. Staff actually told me it was my own fault because I agreed to Terms and conditions of easyJet when booking the flight. ",negative,-0.80102,0,24
✅ Trip Verified ,A319,Couple Leisure,Economy Class,Belfast to London Gatwick,19-Jul,1,5,4,,,3,1,yes,8," Chaotic boarding at BFS gates 10-14, as three EZY flights were all boarding at the same time. Announcements poor and unintelligible. Had to queue on the apron for a while. Boarding was OK in the end. Flight was good, with an excellent crew. Seats on A319 seem to be more cramped than I remember them to be. Landed at LGW gate 107, but as we were an internal flight, we had to be bussed to gate 55, and then face a lengthy wait for the bags. No real beef with EasyJet, in my opinion still the best of the lo-co airlines.",negative,-0.414788,0,24
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Bristol to Amsterdam,19-Jun,2,1,,,,3,3,no,3," Bristol to Amsterdam. During boarding I was not acknowledged by any of the crew in the cabin. Before we took off, as the safety demonstration was beginning, a small number of people were talking to each (one group of 6 men). One of the cabin crew asked the senior crew member to stop the safety brief. He then shouted aggressively to half of the cabin (the area in which I was sat) and basically had a go at us all. He had a very angry look on his face and said we have enough time to talk later. A lot of passengers made comments to each other, including the two passengers sat next to me, at how we had been spoken to. Now I fully understand that the safety briefing is extremely important and from time to time the cabin crew have to be firm with passengers to get their attention, but there is a difference between being firm with customers and being angry/aggressive. After takeoff, most of the passengers sat quietly for the duration of the flight to Amsterdam as they felt like they had been “told off”. In future, I think some crew members need to think about the tone they are using towards customers and drop the attitude! At the end of the day it is them who set the tone for the flight for all customers and this flight was basically spoilt for most before we had even departed.",negative,-0.518501,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Stansted to Palma,19-Jul,3,5,,,,4,4,yes,10,"  
Stansted to Palma. I would like to thank Wendy and her colleague on 4th July flight EZY3213 for her help and support in spotting when I became distressed, helping me to cool down, stopping access to the toilet while she did everything she could to make me comfortable. Thankss, you are a credit to your profession. ",positive,0.958265,0,24
✅ Trip Verified ,,Business,Economy Class,London to Paris,19-Jul,2,2,1,1,3,1,1,no,3," London to Paris. After 30 hours flight from Sydney. Finally arriving in London. And learning that our connection flight to Paris is delayed by 60 min, then 80 minutes, then no news. And eventually boarding on time without any notification. Almost missed it if we didn't hear French people running all over Gatwick airport. Then we were told that there is no more space for luggage in the cabin. This is amateur management guys and a lot of stress. Yuck.",negative,-0.735193,0,24
✅ Trip Verified ,A321,Family Leisure,Economy Class,Lisbon to Gatwick,19-Jul,2,2,1,,,2,2,no,3,"  Lisbon to Gatwick. If you wish to be treated like a herd of cattle then easyjet is your airline! Delay after delay, little info, long lines,  there is little communication!",negative,-0.645362,0,24
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Berlin Tegel to Edinburgh,19-Jun,5,5,5,,,4,5,yes,10,"  Berlin Tegel to Edinburgh Sunday late afternoon flight home after a weekend in Berlin. As mentioned in the airport review, check in was excellent due to having HandsFree so able to use priority check in desks. This then allowed me to board at anytime during my leisure after Speedy Boarding, which I took advantage of as boarding looked a slow process. Aircraft was spotless inside and Edinburgh based crew were friendly and welcoming to everyone. Comfortable window seat, decent leg room as I’m 6”1, didn’t feel claustrophobic on this full A320. Much better than the A319 on the Glasgow-Schönefeld outbound on the Thursday where I felt squashed in the window seat. Even though the boarding looked slow at the terminal side, this was completed quickly and soon we were on our way. Service was quick to commence and a reasonable selection of products available onboard. I had prepaid for a bistro voucher so took advantage of the hot meal deal which todays hot selection was the Ham and Cheese Croissant. Hot all the way through, and sufficient for an early evening snack along with a chocolate bar and Earl Grey Tea. Also had a few G&T’s which was perfectly reasonable in terms of price, €14 Remember, these are served as double measures. About 3/4 of the way through the flight I went to pour my last gin when realised that during the trash run, I gave them the full bottle of gin rather than the empty one! So while heading to the back to the toilet, I had a laugh with the crew mentioning what I had done. To my surprise, one of the crew opened the recycling bag and had a quick check to see if the full bottle was amongst the trash. I did not expect that, and we had a laugh about it. No luck, which I assumed. During decent, the cabin manager was making her was from the back, stopped at my row and handed me over a g&t, they had found the full bottle, yet it was too dirty to hand back, so gave me a fresh one. That was well above what I expected! Landed 20mins ahead of schedule, as always lovely views coming into Edinburgh, but the time saved was ruined due to airport ground traffic and being bussed to immigration. Not easyJet’s fault. Overall, once again, easyJet is one of the better low cost airlines when flying within Europe, and can easily compete price wise with full service airlines.",positive,0.436253,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Liverpool to Dalaman,18-Aug,,,,,,1,1,no,1,"  
Liverpool to Dalaman. Flight was cancelled and handled very badly had us waiting hours, staff were very rude when answering our questions and still haven’t given us information about our holiday or next flight. We have travelled very far to get to Liverpool airport and it is a very big inconvenience with no assistance. Massive queues for people who have travelled far so it is going to take a long time for easy jet to sort us all out. Very disappointing. I will never use easyjet again because every time I have used this airline it has been disappointing.",negative,-0.896453,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Gatwick to Olbia,19-Jun,2,4,2,,,1,2,no,5,"  Gatwick to Olbia. Boarding disorganised / cramped gate condition. Very long walk to gate. Staff in plane very helpful. Gatwick North Terminal IDL - what a messy layout - much worse than ten years ago! Restaurants all positioned together on mezzanine - horrible mix of smells. Poor seating layouts, not enough charging points. Olbia - Gatwick. Confusion at gate over cabin bags. The staff didn’t know how to deal with the problem efficiently. Kept telling people to change to a different desk queue and then back to previous one!  Those that paid for priority boarding stood waiting for a long time for the buses whereas (because of the confusion) those of us that didn’t remained seated for longer.  Changed our seats without telling us despite paying for specific seats! No reason given. Strange charges for inflight purchases (different to what I actually bought) appeared on credit card receipt - prompted a call from card company re many customers experiencing the same - suggestion of fraudulent charging by EasyJet?",negative,-0.77587,0,24
Not Verified ,A320,Family Leisure,Economy Class,Düsseldorf to Berlin,19-Mar,5,4,3,,,4,4,yes,9,"  I flew with EasyJet the first time and was positively surprised by this low cost airline. Although we had a delay of one hour the subsequent boarding went smoothly and above all fast. EasyJet boarded in Dusseldorf on the passenger bridge, which is unusual for a low-cost airline. Besides, the crew was really nice. The prices on board for snacks are high, but still to a degree that seems appropriate to me personally. ",positive,0.584693,0,24
✅ Trip Verified ,,Family Leisure,Economy Class,Luton to Split,19-Jun,4,3,2,,,1,3,yes,3, Luton to Split with easyJet. After the debacle of checking in the bags that made us have to run for the plane with only minutes to spare. On arriving in Split discovered our bags did not make it onto the plane. So now in 40 degrees of heat with no change of clothes!,negative,-0.71988,0,24
✅ Trip Verified ,,Solo Leisure,Economy Class,Amsterdam to Split,19-Jun,1,1,,,,1,1,no,1,"  Amsterdam to Split. Horrible. I’ve flown easyJet around 6 times and every time they have an organizational problem. Typically long delays that are only announced until the very last minute. If you care about your time, do not fly with easyJet.",negative,-0.888349,0,24
✅ Trip Verified ,,Family Leisure,Economy Class,Amsterdam to Luton,19-Jun,,,,,,1,1,no,2,  Amsterdam to Luton. I checked in early and they left me and my three year old; they left our luggage in the rain and did nothing. They were unable to put me on a next flight. I asked for my bag and it took them 3.5 hours. ,negative,-0.883986,0,24
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Luton to Munich,19-Jun,3,1,,,,1,1,no,1,"  Luton to Munich. After my plane being pushed back from 9:10pm to 11pm and finally being able to start the boarding, an Easyjet employee came to me and asked me if I am an EasyJet Plus or Speed Boarding customer to whom I answered that I am not. She then continued and claimed that I had to pay £40 in order to get my cabin luggage into the plane because I was carrying a tiny bag (20cm x 20cm) that I was planning to keep between my legs. I told her that I know that the overhead lockers are limited in terms of space, so I would keep the other bags on my knees or under the passenger seat in order to allow other passengers to put heavier luggage in the lockers. I also explained that I asked multiple times to EasyJet crew about this kind of bags and they were perfectly fine with me taking it in the plane as it is not really a cabin suitcase, so she was the first one to ever ask me to pay for it. She kept saying ""Sorry This is the policy, you have to pay £40 for your luggage!  not showing any sign of compassion or understanding. I explained that with a plane 1h and 50 minutes behind schedule, there was no way I was going to pay an extra £40 for my 20cmx20cm bag on a ticket that was already not worth it considering the delay. She replied: ""You have to pay or I'm going to call security and you are not going to be able to board on your flight"". I had to unpack my luggage in front of everyone compressing all the things that were in my briefcase in my cabin luggage, with this employee not helping.In the end, the woman let me through and 5m after I passed the boarding, I unpacked everything and kept my bag between my legs the entire flight not bothering anyone. I have used other low-cost airline companies that did not cause me that much trouble over the years. I will never be using EasyJet anymore.",negative,-0.709414,0,24
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Ajaccio to Paris CDG,19-Jun,5,5,,,,5,5,yes,9,"  Ajaccio to Paris CDG. A good flight with EasyJet. The plane was clean and the seats comfortable. The bag allowance is explained on the website and I knew I would have to place the smaller purse containing my sandwich, my passport and my book in my carry-on case before boarding: there is an extra charge for a second carry-on, no matter how small it may be (some people get upset at that but the information is readily available during the booking process. Personally, I find the free carry-on bag allowance pretty generous). The flight was delayed 30 minutes due to late arrival of the aircraft, which is still reasonable for any airline these days. I was very happy to find this flight for AJA-CDG on Easyjet. All other airlines from AJA to Paris fly to Orly airport, which is very inconvenient if you connect the next morning out of CDG.",positive,0.562635,0,24
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Paris CDG to Budapest,19-May,5,4,,,,5,5,yes,9,"  Paris CDG to Budapest. Very good flight. Clean aircraft, on-time departure, comfortable seats. Boarding process was efficient and the staff was pleasant and helpful. Baggage rules are clearly explained on the website. This makes it easy to purchase the required bag allowance in advance. Budapest, the plane parked remotely and the passengers had to walk to the terminal (about 200 meters, under light rain).",positive,0.952049,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Gatwick to Palma de Mallorca,19-Jun,,,,,,1,1,no,1,"  Stranded at Gatwick as our flight from Mallorca is delayed from 10pm to 1.30am, but looks like the departure time keeps on being postponed, while there is no easy jet personal giving information, not even a voucher for a drink, likely to get to Palma in a zombie state 5am instead of midnight, basically a day less of holiday - and nobody around to offer information or support. Impossible to even have a nap a Gatwick terminal north as it is basically an open building site.",negative,-0.520289,0,24
Not Verified ,,Solo Leisure,Economy Class,Lisbon to Bordeaux,19-Jun,4,1,,,,1,3,no,2,"  Lisbon to Bordeaux. Besides getting you where you need to be in one piece and for 20$, this airline may not be worth it. They are rude and unfair about baggage. Boarding took about an hour and a half. A kid vomited across a row of three seats that him and his family were supposed to be in. Instead of removing them from the plane or at least moving them to the rear, this family was moved to row 2 before they even attempted to move me, who was right behind this row. They weren’t even going to move me until my friend asked if there were more seats. The flight attendant tried to move us to the seat next to the vomiting child. The other time I flew this airline, I was told by a rude male attendant to fit my large tote into my suitcase or it’s a 65 Euro fee.",negative,-0.835974,0,24
✅ Trip Verified ,,Solo Leisure,Economy Class,Gatwick to Alicante,19-Jun,3,3,2,,,1,1,no,2,"  Gatwick to Alicante. Terrible service, absurd charges for carrying an extra tiny bag on the plane, and treated horribly by the staff that was checking the tickets, honestly a complete let down.",negative,-0.994918,0,24
Not Verified ,,Business,Economy Class,Barcelona to Geneva,19-Jun,3,3,,,,1,1,no,3,"  Barcelona to Geneva. Flight canceled and mediocre accommodation offered over 40 minutes away from the airport (by cab, which you had to pay yourself). Very poor customer service. Would never recommend this airline.",negative,-0.938218,0,24
✅ Trip Verified ,,Family Leisure,Economy Class,London Gatwick to Paris,19-Jun,2,1,1,,,1,1,no,1," EasyJet is not easy: don’t fly, bad service by airlines representative, late departure, £50 extra charge for laptop, iPad, jackets, personal purse - need bag or throw away or pay £50 for each extra items. 6/15/2019, EZY8327 LGW Gatwick to CDG Paris - Flight at 2.10, gate closing at 1.40, no gate announcement until 1.35. Flight arrived late, late announcement of gate at 1.35 but boarding same kept same 1.40, announced that gate closing, gave 5 minutes to come a long distance to gate 112, arrived gate at 1.50, boarding wasn’t started and plane just arrived. - Representative checked boarding pass and said £50 extra charge for each item that is not in the carry-on including laptop, iPad, jackets, personal purse, vanity, medications. Tried to put all of the items in carry on bag for all 4 passengers. In order to avoid paying £50 for each person, threw away two personal bags and stuffed all in checked in bags. Laptop, iPad, money bag and jacket was left in one personal bag. Representative insisted to stuff  all in 1 carry on because no personal items allowed. I showed her the board outside the boarding area, which says allowed personal items, she said, ""the board is not applicable to my ticket"". EasyJet was my connecting flight. We started with the same carryon on WestJet Airlines from Los Angeles to Calgary to Gatwick. Same carry-on with personal items was okay with WestJet but wasn’t okay with EasyJet. Representative said each airline has their policy. I charged £50 to my credit card and told her that easyjet will get 4 bad reviews today, she said, ""nothing she could do"". Now I’ll have to go to baggage claim for the one of the carry-on's that were checked in, which will delay my plans in Paris. I was in my seat at 2.25 pm, flight left the gate at 2.45 pm, take off at 3.10 pm (instead of 2.10 pm). Landed in Paris at 5.10 pm (instead of 4.10 pm). Baggage took 30 minutes to arrive at baggage area. Uber ride started at 6.10, overall 1.5 hours lost. I’m sure there is no penalty to EastJet for delays because we all sign fine print agreement upfront that says ""airlines are never wrong and they will pay nothing for customer inconvenience"". Airlines inside were okay, food offered at reasonable cost, water was available at cost. Of course no Entertainment. It was cold and no blankets or pillows were provided. Thank goodness I took out my jacket from the checked in bag. No announcement to apologize for delay in departure or arrival to Paris. I may have saved £50 when I booked my tickets but ended up paying that back to EasyJet, airline found an easy way to make money. Is there any governing body that could punish bad and intentionally fraudulent practices by airlines like EasyJet? I’m not sure if my review will make any change in EasyJet’s behavior towards their customers. Don’t they know flight will depart late, boarding will be late because it arrived late? If yes, why did they announce at 1.35 that the gate is closing and made us run? I’m sure many customers felt the stress and pain due to EasyJet’s unprofessional behavior and bad communications with customers. Considering my experience, I’m not going to fly again with EasyJet. There were other customers at the gate explaining similar issues, I’m sure they wouldn’t fly and give bad reviews. All my friends will stay away from EasyJet. Frankly, I’ll be very surprising surprised to see EasyJet’s existence in next - 4-5 years unless something changed I their behavior.",negative,-0.764363,0,24
✅ Trip Verified ,,Business,Economy Class,Ibiza to London Gatwick,19-Jun,3,4,,,,1,2,no,1," I book travel for groups for a living and fly several times a week so I know what to expect. For me to bother wasting more time to write this review tells you how bad it must have been. Yet again an easyJet flight home from a lovely trip back from Ibiza is destroyed by the disgusting gestapo they have working as ground staff preying on their customers trying to get home. This group on Wed 12th June quite literally prowled up and down the line, totally ignoring the people themselves who they simply dismissed if they asked what was going on and why they weren't allowed to take the luggage allowance specified on their ticket onto the plane, just pointing at bags they could try and force the passengers to pay extra for and dragging them to the front of the queue to put their bags in the size checker then engaging in screaming matches with people who refused to be bullied and threatening not to let them on the flights if they didn't leave the line and go to the back! Easyjet have a mafia of these people who all clearly hate the job and the people flying with their airline and the whole experience makes Wizz Air seem premium. Pay slightly more and fly BA, or anybody else quite frankly!",negative,-0.803099,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Gatwick to Sofia,19-May,2,1,1,1,1,1,2,no,3,"  I had flown with Easy Jet seven years ago, and at the time, we got a low fare, but then there were many additional charges that were added. That was fine, as they were honest about it from the word go, and I knew what to expect. In booking with them for a flight to Sofia from Gatwick, I looked on line, and was pleased to see that they now included one cabin bag and personal item in the cost of their tickets, so I booked with them. I assumed that this was an attempt to compete with other discount airlines like Ryanair, etc. We checked in on line, and while waiting at the gate to board, there was an EasyJet employee going through the line and picking people out of the line and charging them a 50 pound fine for having an extra bag. She got a number of people as she did this and had a machine at the ready to charge our credit cards. When I protested, she said that our personal items were too big, and that I should have read the terms and conditions more carefully. How many people do that? Without being a member of their ""Easy travellers"" group, it was the same as always, and we were ""fined"" 100 pounds because our personal items were too large. Had we known, we would have factored that additional charge into the cost of our flight, and would have likely flown with someone else as the EasyJet flight was much more than other airlines with the additional baggage cost, and they flew at inconvenient times, and into the nasty, old disused terminal at Sofia Airport. If someone makes you pay an additional 100 pounds to board a flight you have already paid for, there is no name for it other than theft, fraud or extortion. At EasyJet, it is called business as usual. Never again!",negative,-0.427221,0,24
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Berlin Tegel to Athens,19-Mar,3,3,,,,2,4,no,4,"  Berlin Tegel to Athens. Downloaded the app and attempted to check in approximately 5 hours prior to departure. Although I attempted several times, I was not able to do that and I kept getting the response that I need to go to the counter in order to check in. I went to the airport with some stress more than 2 hours prior to departure and after waiting a bit of waiting, I was told that the flight was overbooked, I got a boarding pass without a seat number and was asked to proceed to the gate. I would enter the flight if there was a no show from another passenger. I had hand luggage only and was pretty stressed. I was waiting on the gate and I informed the gate agents. They told me I'd have to wait until embarkation. Just 10' prior to departure I received an e-boarding pass on the app, with a confirmed seat (3B) and so I made it to the flight. Flight itself was punctual and uneventful.",negative,-0.506548,0,24
✅ Trip Verified ,,Solo Leisure,Economy Class,Geneva to Venice,19-May,3,3,,,,4,1,no,2,"  Geneva to Venice. Last time I fly with Easyjet. In the last 16 months I've traveled several times on the same route, and every single time the evening flight was late. It's useless to have cheap solutions if the price to pay is arriving every time 20 mins to 2 hours late. Next time I'll pay very gladly some extra €80 to fly with a more serious and punctual company.",negative,-0.48847,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Amsterdam,19-May,3,2,,,,1,1,no,2,"  We were supposed to fly on Monday 20 May from Luton to Amsterdam at 8am. The flight was delayed to 9.40am. When they announced the gate at 8.55am we went to the gate indicated, gate 21. There was a long queue and we were at the end of it. By the time someone from the airline came to us to let us know that the gate for our flight was at gate 27, it was too late and we missed our flight.  We got told to go to gate 6 to talk to someone from the airline. There isn't anybody gate 6, only a phone that nobody answers with a voicemail full. Eventually after about 10 calls or so we managed to talk to someone who said we would need to pay £99 per person to change the flight, either at 6-ish pm from Luton or 2.20pm from Gatwick. In the meantime someone from the airport came to ""escort us"" and take us to talk to someone from the airline. Once we passed security and were in the baggage claim area they actually disappeared. We  managed to find the Customer Service Desk to have someone tell us the same thing i.e. £99 pp to change the flight. Online the price was less so we booked online for the 2.20pm from Gatwick for £175.86 and had to pay another £62 (£31 each) to transfer to Gatwick for a grand total of £237.86. ",negative,-0.808469,0,24
✅ Trip Verified ,,Family Leisure,Economy Class,Athens to Gatwick,19-May,1,1,1,1,1,1,1,no,1,  Athens to Gatwick. They tagged several travelers for having a carry on and a purse but out of 6 or 7 people I was the only one that was charged. On top of that they wrote down my credit card number and expiration date instead of processing it electronically. Service agents were rude to me. Just because your cheap doesn't entitle you to be rude and disrespectful.,negative,-0.897393,0,24
✅ Trip Verified ,,Solo Leisure,Economy Class,Madrid to Lyon,19-May,1,1,1,1,,1,1,no,1,"  Madrid to Lyon. Our flight was cancelled because reasons that was not fault of the company, however the way the personal of Easyjet managed the situation was so bad. They made us wait 30 minutes online, then 45 minutes more, then board the plane, one hour more, to finally go out the plane, flight cancelled till next day. 2 more hours waiting online in customer service to get a hotel to rest that night like the personal promised us... false. Then they said, get your hotel and easyjet will refund. It was 1 am. A lot of people like me, we could not get a hotel at that moment, so we spent the night in the airport. Then, the personal of Easy jet promise us that we will receive a compensation for this problem, if we write a claim. I did, Easyjet said they can not give money for this situation. I can understand that sometimes Easyjet can have unpredictable situations, the problem here was the way the personal managed the situation. It was like they played with us and with our time. Wait here, now here, wait there...you will get a rest...false. Definitely my first and my last time with easyjet.",negative,-0.472818,0,24
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Santorini to Gatwick,19-May,3,5,4,,,3,5,yes,8,"  Santorini to Gatwick. Flight departed within a few minutes of scheduled time. Plane was a very new A321. Seat was Ok but it would have been nice to have some better support on head rest to support head if trying to sleep. Flight had some spares seats so my backpack could go in the overhead locker rather than under the seat in front. Cabin crew seemed cheerful. Service was good, shared some wine and snacks, which were priced ok. Flight landed 5 minutes late at Gatwick but we were delayed due to no gate being available, which is always frustrating. Luggage arrived quite quickly by Gatwick standards. All In all a good job by EasyJet.",positive,0.529249,0,24
✅ Trip Verified ,,Couple Leisure,Economy Class,Gatwick to Santorini,19-May,3,3,3,,,1,4,yes,6,"  Gatwick to Santorini. Boarding was a bit chaotic. The boarding gate was announced and all of the passengers had passed through to the boarding area waiting to board, then they announced a gate change and we all had to cross to the other end of the airport to a new gate. There was then a further wait until we boarded. This was explained as due to a change of aircraft, which we had been advised of by email the day before! Once on board we had a further delay and finally departed about 90 mins late. flight time was less than scheduled and we landed at Santorini about one hour late. I am 6ft tall and found the leg room very tight particularly as my small cabin bag had to go under the seat in front. Seat itself was reasonably comfortable. Service on board we ok, although the cabin crew did not seem as cheerful as they usually are on EasyJet. Food and drink selection is ok and not overpriced considering the captive market. You get what you get with Easyjet and it offers better value than BA on the same route.",negative,-0.457036,0,24
Not Verified ,,Couple Leisure,Economy Class,Faro to Newcastle,19-May,5,5,5,,,5,5,yes,10,"  Just got home from a great flight with easyjet flight, EZY6446 from Faro to Newcastle. I'm a nervous flyer and to top it off there was screaming kids on the flight. The crew, although from what we heard had a rough trip to Faro before we boarded but despite this delivered top class service and geordie humour to lighten the mood. The lead air steward was fab and so funny it naturally put my nerves at ease, mostly because we were too busy laughing at him. You could really see why he was a lead and kept the morale of his team up! Look forward to flying with easyjet again!",positive,0.542965,0,24
Not Verified ,,Couple Leisure,Economy Class,Agadir to Gatwick,19-May,5,5,5,,,4,5,yes,10,"  Agadir to Gatwick. I have traveled with easyjet on many occasions but I have to say that this trip while traveling with two very nervous passengers and myself although a seasoned traveler still very nervous we were looked after by all the crew. Two outstanding crew members who chatted with us and put us at ease, we can't thank them enough for 1. The hard work they do 2. Keeping us safe on our journey 3. First Class people skills. Many thanks to all the crew.",positive,0.758995,0,24
✅ Trip Verified ,,Business,Economy Class,Stanstead to Belfast,19-May,2,3,3,,,1,1,yes,1,"  I booked and paid for extra leg room seats and easy boarding. I then added $7 to her hands free. I arrived at Stansted this morning and the Manager rudely told me that I’d have to pay an extra £40 for the checkin bag. I said I had paid for hands free and she said she didn’t care as I was taking a bag on the flight so I wasn’t eligible for it. She was rude and unhelpful and despite paying the £40, refused to refund the £7 I had already paid.",negative,-0.949514,0,24
✅ Trip Verified ,,Family Leisure,Economy Class,Milan to Naples,19-May,,,,,,1,1,no,1,  Milan to Naples. I paid for extra luggage and when I checked in they mentioned my backpack and when I’m about to board they asking me to pay 60euro. I refused to pay and they didn’t let me board.  I bought this ticket just because the timing with my other flight. ,negative,-0.88547,0,24
