status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
✅ Trip Verified ,,Family Leisure,Economy Class,Luton to Ohrid,Aug-19,1,2,2,,,1,1,no,1,  I’ve just returned from Ohrid to Luton having been charged 35euro each for my family of 5 because I checked in at the airport. On the outbound journey from Luton I wasn’t charged when I checked in and nor was I informed of any charge. None of my family take a phone abroad (no electronics – unusual I know) and wouldn’t have been able to check in online even if we had been informed at Luton. Having spent £2400 on the flights for a 3 hr journey – getting hit for another 175euros – this adds to the generally poor Wizz Air experience – an absolute rip off. I fly 12 or 13 times a year for work to various countries and have never seen this. Wizz Air needs to be overt with key terms at the point of booking – this was not clear and is not in the flight details I was sent at the point of booking. Upon searching – it is in the terms and conditions link through to the website if you look under ‘checking in’ (whoever goes through reams of t&c’s in a contract to make sure there’s no hidden charges?). Scam. I won’t be flying Wizz Air again.,negative,-0.799594,0,16,7.923457,5.642262
Not Verified ,A321,Family Leisure,Economy Class,Malmö to Gdansk,Sep-18,3,4,,,,5,5,yes,8,"  Friendly staff, on-time departure and easy/fast boarding from both the front and the rear of the aircraft. Flew Malmö to Gdansk, and despite the short flight duration the cabin crew offered snacks and drinks. They offered to relocate some of our fellow travelers, while on board, so that we could sit together. Would not say that it is a world-class airline, but considering the cost I would recommend this airline.",positive,0.471089,0,15,7.748934,4.820282
Not Verified ,A321,Couple Leisure,Economy Class,Luton to Budapest,Aug-19,2,3,2,,,1,1,no,2,  Luton to Budapest. Wizz air was a horrible experience. On the inbound and outbound the flight was delayed over an hour. No communication to passenger about the delay. Then the boarding happened at a very slow pace. The most appalling is that I had to pay €25 for a hand luggage which was half empty for being 2cm bigger then their dimension. So you know you have to pay to have a normal size hand luggage that all other airlines accept! I will never fly Wizz air again and I think this is the worse airline I used!,negative,-0.833823,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Prague,Aug-19,1,1,,,,1,1,no,1,"  Luton to Prague. Awful! Booked the flight (specific seats too) however accidentally put in the wrong email address. After calling wizz air 3 times at £1.45 a minute for a total of 45 mins (being hung up on once after given the most useless information) I finally got through and after asking if I had to change my email address was told they could give me a check in ID number - great! No. This if the first time we've flown and at no point was I told to check in at least 3 hours before the flight! So got to the check in desk, was told I had to pay £67 just to check in. I haven't even got on the flight yet but already feel like I've been messed around so on top of my £287 flight I've had to pay another £132 on phone calls and checking in fees. Just to top it off I didn't even get the seats I put in. We are at opposite ends of the plane... Never again!",negative,-0.820859,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Athens to Budapest,Aug-19,2,2,1,1,1,1,1,no,1,  Athens to Budapest. We booked our flights extremely early but the prices weren't cheap. Wizz air changed flight times by 3 hours and sent us an email with the details of the change. We got an email to confirm the change we did. When it was time to check in we followed their instructions and downloaded the app and put our details in (we almost always check in for all our flight) and tried to check in. It wouldn't allow us and told us to go to their website. We then went to the website and tried to check in and we had issues again. Got a message saying that there was a disruption to the flight. So we printed out all our documents and went to the airport and told them we had issues checking in online using their app and website they told us we had to pay 35 euros to check in at the airport. We told them there was an issue with their system and it wasn't our fault. They forced us to pay the additional 70 euros. Ended up being the most expensive flight for us. There was another 30 odd people who found themselves in this same situation on this flight and were requested to pay 35 euros. They are money making criminals.,negative,-0.70675,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Timisoara to Luton,Jul-19,1,2,1,1,1,1,1,no,1,  Timisoara to Luton. Rubbish airline. If you love delays then this is the perfect choice. I traveled with them a few times. Always a delay. Best thing is that they always imply an excuse. ,positive,0.386481,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Milan to Bucharest,Jul-19,1,1,1,1,1,1,1,no,1,"  Milan to Bucharest. Worst experience ever yesterday. First thing happend when me and my boyfriend wanted to do the check in and they told us that we should go to the counter to verify our documents as they were not valid. When we got there a lady there told us that every company has a policy to sell tickets over the number allowed and we have to wait as we do not have a seat yet. Ok, we understood that and we waited in front of the desk.  After 30 minutes we received a temporary ticket without seat and they told us to wait until all passengers are boarded and see if we have any seat available, of course having a wizz priority ticket..The second thing was that the flight had a delay but this is normal lately with wizz. Eventually we received some seats but when we were in the air, more than half of the flight we had turbulences and the panic on the board was very big.",negative,-0.759472,0,16,7.923457,5.642262
Not Verified ,,Couple Leisure,Economy Class,Luton to Tel Aviv,Jul-19,1,3,,,,1,1,no,1,"  Luton to Tel Aviv. Worst low-cost there could be.  Normal flight company, low-cost or regular, would have let you seat next to your friend guaranteed. Here you will intentionally sit separate unless you pay. The carry-on bag is really small.",negative,-0.588747,0,16,7.923457,5.642262
Not Verified ,,Solo Leisure,Economy Class,Eindhoven to Poznan,Jul-19,,,,,,1,1,no,2,"  Eindhoven to Poznan. In my  opinion Wizz Air is one of the worst airlines I've ever flown. They try to force you to give them more money in various ways. Today my girlfriend had a flight from Eindhoven to Poznan. Unfortunately she did not fly because one of the Wizz Air workers told her that shes had too big hand baggage. The baggage was measured many times, there was no problem when she was flying from Poznan to Eindhoven. Length, width, depth and weight was in the permitted limit. Although my girlfriend did not fly and was forced to exit the terminal. Wizz Air does not hold to its own rules, when asked they could not explain why my girlfriend wasn't able to fly although the baggage was in the limit. All that for petty 25 euros. That was our last adventure with Wizz Air  for sure. I would not recommend it to anybody. I dont mind the money and time we have spent , but that was last time with Wizz Air.",negative,-0.541746,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Prague,Jul-19,2,2,1,,,1,1,no,8,"  Luton to Prague. The flight has been canceled because of technical difficulty and failure of navigation system caused by heat. Many flights been canceled this day. However the Wizz Air company didn't deal well with the problem and didn't provide any support, food, dringks etc and let people camp and sleep at the airport. They just announced to rebook your flight which was available in 3 days time. With other companies was difficult to flight as tickets were overpriced. Wizz Air didn't have support system for this situation.",negative,-0.851507,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Wroclaw,Jul-19,,,,,,1,2,no,3,"  My flight was cancelled on 25th July from Luton to Wroclaw. No information or support has been provided apart from one email sent by the airline that I can rebook my flight or apply for a refund. When I logged in to my account all flights for that weekend were fully booked. I was going to return on 29 July by Ryan Air. The airport assistant asked us to go to gate 1 so we could leave the airport. There was not anyone from Wizzair to ask questions or ask for help. The airport was very disorganized and nobody seemed to know what is going on. I tried to call wizzair few times and was put on hold for ages, nobody was picking up. I queued for hours to see somebody from Azurra and at the end one person serving 400 people left(?). My email from Wizzair said I can apply for a refund but the flight in my account was not showing that the flight was cancelled but as confirmed with a 'message' thank you for flying with us. I eventually got through someone on 27 July and was told that my flight status shows I was a non show and in order to apply for a refund need to raise a complaint (really?).  The email they sent about cancellation explaining customers rights is not applied into practice. I hope I will receive my money back.  So disappointing.",negative,-0.686259,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Budapest to Rome,Jun-19,1,1,1,1,1,1,1,no,1,"  Budapest to Rome. Wizz Air is the worst airline ever. In my last flight after passing all security checks with the boarding pass I had. They did not allow me to pass the boarding to flight. They forced me to pay 100 euros which was my only way to board the flight. I had to pay it, and I reached out to them after. It took them three weeks to respond to my complaint, and they refused to refund me for the amount.
",negative,-0.874488,0,16,7.923457,5.642262
Not Verified ,A320,Solo Leisure,Economy Class,Cluj to Basel,Jul-19,1,1,,,,1,1,no,1,"  Cluj to Basel. All deception, in Cluj-Napoca no contact person on site although there is a basis driven.  Wizz rips off passengers in which you have to pay another 35€ check in fees at the airport, although previously checked in online. Just because I have looked seat change option, which is advertised by Wizzair until departure and offered for a fee, you are automatically charged at the airport fee for 35€ again must have valid Bording kard available. ",negative,-0.71997,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Lviv,Jul-19,4,1,1,1,1,2,1,no,4,  Luton to Lviv. You cannot take your luggage in a cabin if you didn’t pay priority pass. I think it’s outrageous having a small bag and have to leave in a hold luggage. Stewardesses are not very friendly and smiley.,negative,-0.857522,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Kjevik to Gdansk,Jul-19,3,4,,,,1,1,no,1,"  Kjevik to Gdansk. We did not receive an SMS about online check-in, only by e-mail, and therefore had to pay extra fines for 6 tickets. This was a unexpected, and very expensive extra cost! And a very bad start to our holiday. This is very bad customer service and conditions and we are all sure to not use this airline ever again.",negative,-0.762758,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Budapest to Gatwick,Jul-19,3,2,,,,1,1,no,1,"  Budapest to Gatwick. Appalling, they charge you for normal sized hand baggage! We had to pay 25 euro at the gate. No other airline does this. They also charge you 60 euro for checking in at the airport. Absolutely shocking. Will never use again!",negative,-0.920356,0,16,7.923457,5.642262
Not Verified ,A320 / A321,Solo Leisure,Economy Class,Bucharest to Oslo,Jun-19,4,5,3,,,5,5,yes,10,"  Bucharest to Oslo. I flew WizzAir, June 2019, and it was my first flight ever. Despite all the bad reviews, I had a wonderful experience with them. I had the Light “plan” selected with Wizz Priority added. I had no issues or whatsoever regarding my cabin luggage (did not have any checked-in baggage), the process at the gate went smoothly and very quickly (might be worth mentioning that on both outbound and return flights, the gate opened with a delay but regardless, everything went pretty fast afterwards). You only get priority when boarding the bus and at the gate, when they do the check-in, not when boarding the aeroplane like one may think. The cabin crew were very friendly and helpful, the outbound flight was extremely smooth, no turbulences at all, the returning one had a few moments where it was slightly shaky. Yet, it was all good. The online check-in process was very easy. Be aware that if you do not check-in online, you pay a fee for the airport check-in. As for the luggage again, they even let this woman with a bag that clearly exceeded their dimensions limit in the cabin. Maybe she got lucky. Overall, I would fly Wizz again and I will in December, the same route. Absolutely love it. No “hidden” or “extra” fees as long as you read their rules carefully. For everybody else complaining, it is a low-cost company after all. Comparing it to other low-cost companies, I find Wizz the best when it comes to fares and services and everything else. It cannot get better than this.",positive,0.503538,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Athens to Luton,Jun-19,1,2,1,,,1,1,no,1,"  Athens to Luton. Disaster from start to finish. The most ridiculously unorganized company I have ever flown with I would strongly discourage you from flying with them. I probably don’t even have enough lines to describe the nightmare of flying with them. Mostly the 4 hour delay that put me into my destination at 4 am, the shuffling at the airport, the extra fees although I had tried to download the pass on my app that wasn’t working, the rude agents. It was so ongoing. The follow up “customer service” has been pathetic and infuriating .",negative,-0.941327,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Vienna to Stockholm,Jul-19,1,1,,,,1,1,no,1," I booked a flight with Wizz Air from Vienna to Stockholm. Two weeks before the departure, I was notified of a time change of the departure. When I tried to check-in online, the system showed that ""online check-in is not possible for disrupted flights"". As I arrived at the check-in desk at the airport, they charged me 35 EUR for airport check- in, although I had absolutely no other option of checking in. When I claimed a refund due to the system failure via e-mail, customer service staff dismissed it since I have not contacted their Call Center when online check-in didn’t work. First, the e-mail with the flight rescheduling never mentioned that I should contact the Call Center when online check-in doesn’t work. Second, Wizz Air charges 1.081 EUR/minute for their Call Center. Wizz Air exploits their customers by hidden fees and extra charges. Never book a flight with Wizz Air!",negative,-0.757077,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Lisbon to Luton,Jul-19,2,2,,,,1,2,no,1,"  Lisbon to Luton. Terrible experience with Wizz Air Priority which is a total joke. Lisbon airport terminal 2 can't accommodate the number of passengers it receives nor can it process priority boarding. I was one of the last to board. A true nightmare experience. Flight delayed three hours, arrived in London in the morning.",negative,-0.859468,0,16,7.923457,5.642262
Not Verified ,,Couple Leisure,Economy Class,Budapest to London,Jul-19,2,2,,,,1,1,no,1,"  Budapest to London. Beware Wizz Air. Hidden charges everywhere. The cost of the flights tripled once add ons combined. Didn’t open online check in until after we left home then charged 60 euros per person for airport check in. Of course we had the option to not fly, I am unlikely to use this airline again.",negative,-0.89321,0,16,7.923457,5.642262
Not Verified ,A320,Family Leisure,Economy Class,Cluj to Bari,Jan-19,4,5,5,1,1,4,5,yes,8,  Cluj to Bari with Wizz Air. Flight was nice and cabin crew so friendly. I had a 30 minutes delay but it did not affect my trip. Cabin was modern and cozy. I really recommend this airline for short flights and low prices.,positive,0.342093,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Family Leisure,Economy Class,Luton to Athens,Jul-19,4,5,3,,,3,4,yes,10,"  
We flew family of 4 from Luton to Athens on Monday 1st July on the 16.10 flight. We booked upfront business priority tickets which is in the top price range which came to £325 per person which in the scheme of things is above and beyond British Airways which for me in economy Europe has become a very lazy but overpriced airline. In, this price category apart from being in the more spacious front row we also got 32kg hold luggage allowance and cabin bag allowance. You can shape and fashion your travel experience by upgrading your services. If you are in basic you save money and get basic. Your choice. The departure was delayed by air traffic control but the crew managed brilliantly by managing. A visit to the cockpit which was enjoyed by many passengers. We took off 45 mins later and no one grumbled. The captain and crew were stars and worked hard and were friendly. Just be prepared to purchase the level of extras you desire. No complaints. Great.",positive,0.594109,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Luton,Jul-19,1,2,2,,,1,1,no,1,"  Budapest to Luton. We arrived to check in to see a mass of people not in structured queues as there were more than double the amount of people for the standard queue barricades they had set up. It was a funnel effect of a large mass of people trying to jam in to one small entry line with no direction from surrounding staff who were simply standing there. Nobody was taking initiative. I asked a staff member where exactly we should be queuing for our flight and she directed us to 3 counters further down. We waited in the queue for half an hour. Then a different staff member asked if I was priority. I said no. She said I need to move to the next line. Turns out two lines are standard and one is priority however we weren’t told that and the priority line was written in small writing at the front counter at the bottom of the screen. After this staff member turned several people to the correct queue I suggested to her she could go through the very large line and check with people before they spend half hour in the line only to get to her and be told it’s the wrong line. She did this and subsequently 80% of the line had to move as they were also told the wrong thing. There were a lot of angry people. We then queued for another half hour in the right line only to get to the counter and the boy behind the counter to say he could not check me in. Because I hadn’t checked in online. When in actual fact my partner who booked my ticket with his on the same booking could not book me in online. He tried several times but the website seemed to not allow it. This was an IT issue not our fault however we were being penalised by being made to now pay for a ticket to be issued. We were sent to a different desk. The guy changed some things in the system. He said due to booking through an external booking provider it causes glitches in the system and I was not in my partners booking despite having a confirmation email and having paid for my ticket. He said next time to book direct. If external booking systems don’t work, then don’t allow people to buy a ticket through them?!we then had to go back to the same counter, explain to other customers why we were pushing in and then explain to the original boy that we were permitted to continue. Of which he questioned.we then only just make it to boarding and stand inline for 20 mins before another staff member who had been looking at everyone’s bags pulled me aside to say my carry on was too big. He waited til almost everyone had boarded before pulling a select few aside to charge for bags. Mine was literally 5cm over the bar: after 20 something flights this is the first time I have been stopped.my bag fit under the seat!!! This delayed the flight further due to people having to unexpectedly pay for luggage that was not questioned upon check in. Absolutely appalling, service lacking severely in initiative and customer service. Never again.",negative,-0.803752,0,16,7.923457,5.642262
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Luton to Lisbon,Jul-19,3,2,,,,1,1,no,1,"  Luton to Lisbon. Over the last few weeks I have taken several flights between London and Lisbon on Wizz Air. Every flight I have taken has been delayed to some extent: the shortest delay I can recall was of 20 minutes; the longest was of about 2.5 hours. My flight on 2nd July was delayed by 1.5 hours. Wizz Air has used a variety of excuses when apologising in the aircraft for the delay in taking-off and arrival so it's not even worth repeating them. There is no point passengers and potential passengers trying to identify the reasons why this company seems incapable of taking-off and landing at the correct time, particularly on certain routes and particularly from Luton. The cabin crew on all my flights have been polite and professional but they too have seemed jaded and worn-down by the lack of on-time performance; after all, a flight that lands at 2.30am (instead of at the scheduled midnight) means a very late arrival home for the crew as well. The standard crew comment that ""this is aviation and you have to expect such things"" is now becoming the company's mantra. I don't care that Wizz Air charges for all types of luggage after the first small personal item; I don't care that I have to pay for seat selection as well as for food and drink; nor do I care much about the cleanliness of the exterior and interior of the aircraft. At the end of the day, I want what most people want: I want to arrive at my destination safely and at the time shown on the timetable. I regard Wizz Air as safe but, in my experience, the chances of arriving on time at a destination are, sadly, not very high.",negative,-0.676757,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Gdansk,Jun-19,2,1,1,1,,1,1,no,1,"  I would give them zero stars if I could. There was an issue checking into the flight as they oversell all the seats. At the airport they made me pay £32 to check in to then tell me I didn’t have a seat on the aeroplane but they would issue a refund. On my return I tried to get this refund processed and they have refused to pay. Another set of flights they drastically changed the flight times, one changing from 1525 in the afternoon to 6.50am! Terrible customer service and they are trying to rip you off where ever possible. Will definitely never book with them again. Awful company.",negative,-0.843747,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Vienna to Nice,Jul-19,1,3,,,,1,1,no,1,"  Vienna to Nice. Biggest rip off ever. Stop allowing you in 3h before and then charge you 30 euros. Also, baggage drop off line was 2h long and I had to run to not miss my flight. Worst experience I’ve ever had in my life.",negative,-0.710397,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Luton to Bourgas,Jun-19,1,1,,1,,1,1,no,1,"  Luton to Bourgas. You get what you pay for with this airline Cheap tickets = cheap service, cheap staff, cheap attitude, & cheap customer service. Never before have I had such a terrible experience. Yet they seemed completely not bothered and unwilling to want to resolve anything. Avoid at all costs.",negative,-0.913022,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Budapest to Frankfurt,May-19,5,5,4,,,4,5,yes,9,"  Budapest to Frankfurt. Excellent flight from Budapest to Frankfurt, in new and clean A321. The flight left on time and seats were comfortable. Flight attendants friendly and attentive on a relatively full flight. Baggage rules were clearly explained on the website and I had no problem. All is required is to know how much luggage you will have and to purchase the allowance accordingly. In Budapest, boarding was by bus to the plane parked remotely. Boarding was through the front and the back door, which accelerates the process.",positive,0.619043,0,16,7.923457,5.642262
Not Verified ,A320/321,Couple Leisure,Economy Class,Luton to Riga,Jun-19,4,5,5,,,5,5,yes,10,"  
Luton to Riga. Outward flight, painless, good value for money. If you obey the rules and understand the principles of low cost travel you will not suffer any charges. The offers in their cafe for food and drink offer some great savings as well. Return flight painless, good value for money and in my view one of the best low cost carriers behind easyJet.",positive,0.872696,0,16,7.923457,5.642262
✅ Trip Verified ,A321-200,Family Leisure,Economy Class,Budapest to Berlin,Jun-19,1,1,1,,,1,1,no,1,"  Budapest to Berlin. This airline tries to squeeze every cent out of your pocket, even splitting families with small children when assigning the seats! Not the mention the idiotic baggage rules and how the cabin crew is. Never again, if I could give a negative star review I would!",negative,-0.916797,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Timisoara to Paris,Jun-19,2,2,,,,1,1,no,1,"  Timisoara to Paris. The prices displayed are low. After booking you will receive several emails to get you to buy more options. At the airport, if they are not happy with your boarding pass screenshot you pay huge extra amount.",negative,-0.678665,0,16,7.923457,5.642262
✅ Trip Verified ,,Family Leisure,Economy Class,Iasi to Luton,Jun-19,1,1,1,,,1,1,no,1,  Iasi to Luton. Tried to do the check in with two days before my flight was due and couldn't do this. When got to the airport they told me that I have to pay 35 euro per person because I couldn’t do the check-in online they will do it for me and my husband and paid 70 euros. Also I had the chance not to fly because the plain was overbooked. They sell more tickets then the places they have. They put us on standby until they boarded other people. Paid for 3 full tickets and it was the possibility of me and my baby not to fly. They are ripping off people. Your better off to pay little bit extra and get better service. In the end you end up paying more then any other company with them. Tickets are cheaper but all other fees and invented fees will cost you a lot. Worse company I ever used.,negative,-0.692115,0,16,7.923457,5.642262
Not Verified ,A320,Solo Leisure,Economy Class,Luton to Budapest,Jun-19,1,2,2,,,1,1,no,1,  Luton to Budapest. Worst airline ever. This is my 6th time with then and I will never fly with them again. The aircraft were dirty and my flights were delayed regardless of the airport or the destination. Once you paid for the ticket they don’t care about you or your comfort/experience. Really cheap but they don’t deserve any money for this awful service. Next time I won’t mind traveling further to another airport and paying more for another airline.,negative,-0.87779,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Tallinn to Luton,May-19,2,2,,1,,1,1,no,1,"  Tallinn to Luton. Absolutely disgusted with this company. If you want to sell flights for high prices do so but don’t sell them at competitive prices then keep adding and adding to the price. You buy your ticket then if you want to travel with the people you are going with you all have to buy seats together or Wizz Air will try it’s best to put you as far away from each other as possible. And yes it does say on your ticket your only allowed to take a small rucksacks but who reads that? Everyone takes a cabin bag as all airlines allow them, not Wizz Air though, you go to board and your hit with another 27 Euro bill. I won’t be flying with these crafty people anytime soon.",negative,-0.500726,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Luton to Bucharest,Dec-18,3,2,3,1,1,1,2,no,1,  Luton to Bucharest. Very unprofessional staff at the airport. I paid extra for priority boarding but ended up among the last people to board the plane. They lost my luggage last December and haven't heard back from them since. Their call centre is a joke. The person assigned to deal with my claim doesn't even reply to my emails. It's worth paying a bit extra and fly with a decent company that has some respect for their passengers.,negative,-0.661202,0,15,7.748934,4.820282
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Vienna to Milan,Jun-19,4,5,3,1,,3,4,yes,8,"  Vienna to Milan. I was pleasantly surprised by Wizz Air. The aircraft a new A321, comfortable for its capacity with a tasteful interior design. The crew were lovely and attentive, happy to have conversations with passengers. It’s a low cost airline so the service is basic but perfectly suitable for the flights Wizz do. The passenger load on this Saturday evening flight was low so the crew encouraged people to spread out. Most solo passengers had a row to themselves. Slight negative there was no gate announcement for the 30 minute delay due to late arrival of the aircraft, the gate had the original departure time even when we were boarding well after it. Flight crew were apologetic however.",positive,0.566636,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Reykjavik to Luton,Jun-19,1,1,,1,1,1,1,no,1,  Reykjavik to Luton. Awful - they sell you a ticket and then monetise everything on top. App doesn’t work? Airport check in will cost you €25. Didn’t see the single bit of hand luggage has to be a handbag - not a suitcase like every other airline? ,negative,-0.810959,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Dortmund to Vienna,Jun-19,1,1,,,,1,2,no,1,  Dortmund to Vienna. This company will try to monetize you in any way they can. Read the fine print. Check in between 48 and 3 hours before your flight. Hope they sit you next to the person you booked with and try not to pay too much attention to the condition of the plane as you are boarding and it will be fine. Otherwise expect to pay 2x or 3x the listed ticket price and be nervous. ,negative,-0.696649,0,16,7.923457,5.642262
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Riga to Dortmund,May-19,4,5,,,,5,5,yes,9,"  Riga to Dortmund. This year I flew 5 times with wizz air and it was all on point, nothing to complain about. Fresh and modern looking aircraft, friendly staff, seats were good for low-budget airline. I am happy when I see that Wizz Air has a offer for my travel route",positive,0.702747,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Vilnius to Luton,Aug-18,1,1,1,1,1,1,1,no,1,"  Vilnius to Luton. Just a horrible company. They purposefully create problems for their customers in attempt to rip them off, getting out of it by having some language in the small print. One such behaviour is closing online check-in before you fly and then charging totally unrealistic charges at the airport. I saw so many other people get caught out too. Other horrible behaviour involves purposefully seating you apart when seats together are available in attempt to get you to pay for the privilege. Again no other airline functions this way, with the simple objective of catching you out as many times as possible. I have complained the the aviation authority as I don't think it should be allowed.",negative,-0.684324,0,15,7.748934,4.820282
✅ Trip Verified ,,Solo Leisure,Economy Class,Budapest to Madrid,May-19,3,1,,,,1,1,no,1,  Budapest to Madrid. Avoid using at all cost. Worst flight and ground crew ever. No consideration at all for the elderly.  No wheel chair facility nor seats for elderly at waiting line. Rude flight crew.,negative,-0.765018,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Vienna to Eindhoven,May-19,5,4,4,1,,4,4,yes,8,"  Vienna to Eindhoven, a very nice flight. Seat was 12A with extra legroom. Flight was almost on time. Cabin crew was young but did a good job and was very friendly.",positive,0.947864,0,16,7.923457,5.642262
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Vienna to Kiev,May-19,2,5,2,,,5,5,yes,8,"  Vienna to Kiev. My flight was purchased for 45 euro including priority, big carry on and 20 kg hold bag. Web-site easy to navigate and with all fees and charges easy to understand. While their bag charges and carry on allowances are reasonable if not generous, the seat charge is overestimated, but when you don't mind middle seat you can skip it. Another big minus of Wizz is their seat. Uncomfortable. Even exit row with extra legroom. The angle of recline is just bad. Legroom is bearable. Ryanair seats are fine with similar legroom. Wizz seats are not fine. In-flight catering options are slightly overpriced and not very appetizing. The rest was positive. Toilets are available and clean, no lines. Cabin was clean. Boarding was usual low cost with bus ride on departure and walk to terminal on arrival. Take off and landing bang on time. Check in at Vienna airport was ok, bag in Kyiv appeared on the belt in 5 min after immigration. Overall okay, but all the negatives are around seating policy and arrangement.  Will fly again.",negative,-0.424568,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Bucharest to Tel Aviv,May-19,1,1,1,,,1,1,no,1,"  Bucharest to Tel Aviv. Bad company, They know how to take money from people. I paid 60 Euros for a 13.5kg baggage and 35 Euros to print the boarding pass in the reception.",negative,-0.73923,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Larnaca,May-19,2,,,,,1,1,no,1,  Luton to Larnaca. Absolute horrific customer service. Rude staff and check bag in on basis of wheels not size. Told me I had to pay for my bag cause they only took a set number of wheels bags per flight yet never indicated before that wheels were an issue. Then on flight had loads of room spare. Plus my bag fits under seat. Have flown numerous airline very regularly and have never been treated like this.,negative,-0.852228,0,16,7.923457,5.642262
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Eindhoven to Vienna,May-19,4,4,4,1,,3,4,yes,8, Eindhoven to Vienna. A great experience with Wizzair this time. Altough the flight was delayed by 2 hours it was a nice flight. I was seated in 12F wich has extra legroom and a great engine view. Service and crew were good and prices for food and drinks were also quite good.,positive,0.77187,0,16,7.923457,5.642262
✅ Trip Verified ,,Business,Economy Class,Budapest to Nice,May-19,,,,,,,3,no,2,"  Budapest to Nice. When you book for another person than for yourself (the one having the account) you really have to verify that you uncheck a little button. I still haven't found out,  because as I booked for another person and automatically Wizz Air put me as the flying person, no way to review or to change. So I saw the mistake only when I got the booking mail - too late. Although I contacted the customer service right away, it was finished. No ""sorry for the inconvenience, yes of course we arrange this mistake"" like many other airlines already did, or ""sorry that our website is not clear"". The only answer I got was ""please use the paying service, and this is 45€""!",negative,-0.653315,0,16,7.923457,5.642262
✅ Trip Verified ,,Couple Leisure,Economy Class,Baku to Frankfurt via Budapest,May-19,1,1,,,,1,1,no,2,"  Baku to Frankfurt via Budapest. Cheap yes, but coercion is not acceptable in any type of business. Add in the yelling and inappropriate comments and you get the client service provided by Wizz Air at Budapest airport.",negative,-0.874921,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Ljubljana,May-19,,,,,,1,1,no,1,"  Luton to Ljubljana. Horrible experience. All the passengers were separated after our boarding passes and passports have been checked and then half of us were told not to proceed to the plane, but rather step back and wait- nothing was explained, completely unorganised and ignorant. We waited for a long time, then they decided to check our passes and passports again and told us the plane has been downgraded (probably overbooked) so they picked who gets to board it and who waits for the next flight.",negative,-0.967059,0,16,7.923457,5.642262
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Athens,May-19,2,2,2,,,1,1,no,3,"  Luton to Athens. I have flown with them a number of times now and, although you are prepared for a bit of discomfort and hassle when you book with a budget airline, you can normally adjust this to your needs with an upgrade or purchase of extras that they all offer. In this case it was their priority package so that i could take an extra piece of luggage. The problem with this is that you may get priority check in to the departure lounge (i.e. before the rest of the passengers) but not the plane, for which there is an absolute free for all, including fights for luggage space. More worrying, on the check in'at Athens airport no id checks were made at all! So either be prepared for basic or go elsewhere, because you will not get what you pay for. If you complain all you will get is 'thank you for your feedback' and you get no further",negative,-0.43532,0,16,7.923457,5.642262
