status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
? Trip Verified ,,Solo Leisure,Economy Class,Dubai to Munich,23-Jul,1,3,2,2,1,1,1,no,1,"  My flight was delayed for more than three hours, causing significant inconvenience and wasted time. The process of reaching a real person in customer support was also challenging, as I had to wait with the number 87 in the queue. When I finally connected with an agent, they abruptly closed the chat without addressing my concerns, adding to my frustration. The seat allocation debacle was a major embarrassment. Upon check-in, I was assigned a specific seat, but upon reaching the aircraft, I was given a completely different seat. Worse yet, another passenger claimed the same seat, leading to an awkward situation. This confusion was eventually resolved, but not without causing unnecessary anxiety. The most distressing part of my journey was the mishandling of my luggage. Due to the flight delay, my luggage missed the connecting flight, and I was forced to fill out a form to provide details about my belongings. The subsequent emails I received from Lufthansa were inconsistent and misleading. First, I was informed that my luggage was found and would be delivered, but the next day, I received another email stating that you still couldn't locate my delayed baggage. I am deeply dissatisfied with the reimbursement policy for essential items like clothing and personal items. It is unjust to limit reimbursement to 50% for clothing needed while waiting for my delayed luggage. I firmly believe that I should be fully compensated for these expenses, as the delays and mishaps were not my fault. ",negative,-0.842625,0,70,10.475653,7.432484
? Trip Verified ,A330,Solo Leisure,Economy Class,Frankfurt to Washington,23-Jul,1,1,1,3,,1,1,no,1,"  So far every flight has been late taking off. They run you all over the airports because they're constantly changing the departure gate. At least once on every flight so far. They charge for food on short haul.  The flight I'm on right now was switched to another plane 30 mins before the original boarding time. The food is the absolute worst, and the flight attendants are the rudest to me.",negative,-0.839436,0,70,10.475653,7.432484
Not Verified ,A320 neo,Business,Economy Class,Nice to Dublin via Frankfurt,23-Jul,4,2,1,1,1,1,1,no,1, All flights delay. Rude crew. No apologies. Absence of airport information until you reach the gate are. Terrible transit. Terrible ground crew. You have to create an account to get 30 mins of texting. Only one flight add WiFi. Just a bottle of water. No message nor apologies on board. We waited one hour on the ground with zero information.,negative,-0.849057,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,London to Berlin via Zurich/Munich,23-Jul,3,2,1,,,1,1,no,1,"  London to Berlin via Munich. The day before my scheduled flight from London - Munich was cancelled. Lufthansa shows in the app that I can get a refund straight away. I wasn't offered a different flight. I had to call the Customer Service. I was given no explanation why the flight was cancelled. The customer service was bad. I could not hear them despite the fact that I asked several times to speak up. My original flight was at 06:55, I was offered only late flights. 4 options were given via Brussels, Zurich, Frankfurt and one more which I can't remember. I chose the Zurich one as this one was the earliest one almost them all - operated by the Swiss. Upon arriving at Heathrow, everything seemed to be in order, one hour into waiting for my flight I got a message that the flight has been delayed. Immediately I went to Lufthansa's desk to check if I won't miss my Zurich - Berlin flight. I was told: don't worry Zurich-Berlin is late too and Zurich will deal with you, but this is not our problem here. 1.5 hours later we took off from Heathrow. Just before landing, we were advised by a Swiss crew what gates should we go to - connecting flights - once reaching the gate I saw on the screen Boarding. A few moments later they announced that the flight was cancelled and all passengers should go to Transit Desk. Once arrived there - a massive queue was there. Whilst waiting in the queue I called Lufthansa, once again unable to hear them, even though I asked to speak up, I was told no help will be given as I am already at the airport. Where should I be in Lufthansa¡¯s opinion during the connecting flights? Just before I called Lufthansa I received a message on my app stating that I have been put on the flight to the same day late at night Frankfurt and then I would have to wait until the following morning for my flight to Berlin. I was already short on my trip. I got frustrated with Lufthansa's terrible customer service so I hung up. I was assisted by Swiss staff who managed to put me on a Berlin flight which was already closed. They had to override the system to get me on it. I managed to get to Berlin but missed my pre-booked coach and lost money. No help or support from Customer Service. On the way back I was supposed to fly Berlin-Munich-London. Berlin to Munich flight was late, no reason was given. ",negative,-0.828149,0,70,10.475653,7.432484
? Trip Verified ,A321,Couple Leisure,Economy Class,Manchester to Frankfurt,23-Jul,4,5,5,,3,5,4,yes,9,"  Truly excellent experience with Lufthansa. Flight delayed over 2 hours due to storms in FRA, and therefore all transfer passengers would definitely miss their connecting flights as we would land after 11pm. Despite this, the crew were extremely friendly and helpful, dealt with everybody's concerns calmly and professionally, and even served free drinks in economy. Hats off to Lufthansa ( and the ground crew that then also took care of us all very well and with patience and good humour)",positive,0.662922,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,Bilbao to Munich,23-Jul,3,3,1,,,1,2,no,3,"  Flight was delayed by about 60+ mins on the day due to late arrival but promised late opening of the check-in counter did not filter down to ground staff on departure despite assurances over email. No update was provided on the ground by check in staff as well. Thankfully, ground staff at the airport were helpful and we could catch the flight. Check-in service staff were not the most helpful if a bit curt in their replies. The flight itself was generally comfortable and in a well-maintained aircraft although for the price of the ticket passengers could probably do with more than a small piece of chocolate and small bottled water. On arrival, there was a massive baggage delay with many other Lufthansa arrivals affected. Some customers had baggage delayed for hours and the service queue was very long. Despite the situation, the service desk closed at the published time, advising passengers to follow up their queries with the Qr Code. No additional advice was given. After more than an hour of waiting for the baggage, my AirTag revealed that the baggage was transported to another belt far from the original belt. All in all, if I have a choice I would avoid flying with Lufthansa where possible especially on connecting flights (a testament to this is perhaps the ever-long queues at the service counters).",negative,-0.652119,0,70,10.475653,7.432484
? Trip Verified ,,Family Leisure,Economy Class,Bordeaux to Stockholm via Frankfurt,23-Jul,4,1,1,,,1,2,no,3," This is becoming a rule when I fly with Lufthansa. First the staff is very rude and even unfriendly. Second, after we sit in the plane the pilot makes an announcement that something is wrong (this time it was to tell us that we were stuck without being allowed to take off for several hours and also that they had not received any water so they could not serve us drinks). Last but not least, we arrived but our luggage got stuck somewhere on the way. Actually this is becoming a rule now flying with Lufthansa is always an unpleasant experience.",negative,-0.84231,0,70,10.475653,7.432484
Not Verified ,,Couple Leisure,Economy Class,Athens to Frankfurt,23-Jul,2,2,,,,1,3,no,1, Literal trash. I am being charged for baggage that I wasn't charged for initially. We flew from Frankfurt to Athens and I had a carry on and a backpack. I wasn't charged anything when they had to check my carry on as checked luggage upon boarding due to their miscalculation of a ¡°full flight¡± AS ALWAYS. Not a huge deal just inconvenient as Lufthansa has lost my bags before. My backpack goes under the seat so I don't understand why I'm not afforded 1 space in the luggage rack. On our way back from Athens they charged me €55 for my carryon to be checked even though it was under the weight limit. The staff is almost always unpleasant and if they weren¡¯t the only airline option pretty much I wouldn¡¯t be using them at all.,negative,-0.852455,0,70,10.475653,7.432484
Not Verified ,A320 family,Solo Leisure,Economy Class,Amsterdam to Sofia via Frankfurt,23-Jul,3,3,1,,,2,2,no,3," Flew from Amsterdam to Sofia and back via Frankfurt. In total, I had 4 flights and all were delayed. Disappointed to only get a small bottle of water and a small piece of chocolate on the flight. With an airline like Lufthansa I do expect more. The seats were ok, but punctuality leaves room for improvement. All my flights were delayed by at least 30 minutes, up to 1 hour. With a layover of 1 hour in Frankfurt both ways this was quite stressful. On my return flight the app did not work properly. We landed in Frankfurt 10 minutes late, however it took well over 30 minutes to arrive in the terminal due to the long taxi and bus ride. At this time my connecting flight already closed boarding according to the app and I still had to go through passport control. Much to my frustrations a group on my flight with another connecting flight, which departed later than mine, was offered special treatment to ensure they made their connecting flight, while nothing was provided to me. Fortunately, my connecting flight was also delayed, so I was still able to make my flight, but it was not a pleasant experience. I think it speaks for itself that none of my flight were on time and the service on board was lacking.",negative,-0.677032,0,70,10.475653,7.432484
Not Verified ,,Solo Leisure,Economy Class,Salzburg to Bristol via Frankfurt,23-Jul,4,4,1,,,1,1,no,1,  Poor timing between connecting flights. Had to rush to make the Bristol leg. Discovered my luggage was delayed on landing at Bristol. Ground said baggage was getting loaded when asked at the gate.,negative,-0.943191,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,Bologna to Munich,23-Jul,1,1,,,,1,1,no,1,"  For reasons of bad weather we were redirected to Nuremberg, we are now sitting on the tarmac for over an hour, waiting. No water is a being passed out, the engine has been turned off and we are sweating like pigs. Complete silence. Second time I¡¯ve had problems with this airline.",negative,-0.901442,0,70,10.475653,7.432484
? Trip Verified ,,Business,Economy Class,Munich to Manchester,23-Jul,3,4,1,,,1,1,no,4,  Paying €29 to reserve a seat on an Eco Light ticket and the fact the complimentary offerings are just a small water and single square or chocolate is terrible. The prices are too high to behave like a budget carrier. Due to staffing shortages in Germany Lufthansa also recently didn¡¯t load any luggage but didn¡¯t tell anyone until the end destination. Really poor service post pandemic.,negative,-0.889654,0,70,10.475653,7.432484
? Trip Verified ,,Business,Economy Class,Lisbon to Frankfurt,22-Aug,4,4,,,,1,2,no,2,"  On the last 20.07.2022 I receive an email saying that my flight LH1497 on 20.07.2022 from Lisbon (LIS) to Frankfurt/Main (FRA) at 05:05 hours have been delayed and the new departure time is 20.07.2022 at 11:50 hours. More than 6 hours delay. Because of this delay, I lost a connecting flight to India and spent the night in Frankfurt at my own expense. Since then I trying to contact Lufthansa Services and upon a myriad of email exchanges, I?m yet to obtain my compensation.",negative,-0.693243,1,69,10.397269,6.690842
Not Verified ,,Family Leisure,Economy Class,Bahrain to Paris,23-Mar,5,5,4,,,5,5,yes,8,"  I would like to thank Lufthansa with all my genuine emotions. We lost our baggage on our return trip from Paris, upon raising lost baggage claim we were attended immediately by Lufthansa staff and Bahrain airport authority. According to their guidelines we waited over a week and proceeded to delayed baggage compensation and received it. As like any other person i lost hopes in getting it back since i received the delayed compensation and couldn't find anywhere to lodge it as lost baggage. It had my kids trip memoirs and collection. Now all in for a surprise after 4 months i received an email stating it has been found and duly forwarded to Bahrain airport and as of today i received it. I cant thank enough Lufthansa keep up the good work. Will definitely fly again.",positive,0.392039,0,70,10.475653,7.432484
? Trip Verified ,,Family Leisure,Economy Class,Copenhagen to Frankfurt ,23-Jul,1,3,2,3,3,1,1,no,1,"  My flight to a Frankfurt connection was diverted to Dusseldorf because the Frankfurt airport closed due to a drone & security. The pilot said we were refuelling. Everyone thought the plane would then return to Frankfurt. Instead, without any direction, we were told to exit the plane. We had no idea what was going on, eventually ending up in baggage collection. Half an hour later, a staff member showed up & said we should collect our luggage & would be driven back to Frankfurt on buses. This took 5 hours. By then, everyone had missed their onward flights. No one met us as 5 huge bus loads of passengers exited at Frankfurt. Again, no one knew where to go. Eventually, everyone found their way to Lufthansa Rebooking. I stood in line 3 hours.  At this point no one had been offered water or food. After at least an hour in line, some snacks & water showed up, the first & only customer consideration. The agent who waited on me did not have a clue what she was doing. She wanted to book me on a flight to Chicago, long layover, then PHL. I said I wanted to be booked on the same non-stop flight to PHL. After an hour, she rebooked me for that flight leaving 3 days later, gave me a voucher for the night, & said I had to come back to the airport the next day to get a voucher for the following night. The hotel was a 20 min. shuttle bus drive. Next morning, I left the hotel on the return shuttle bus early in order to get back by the last shuttle bus at 10:50 or wait for next one at 16:20. I had to wait in line again in the Rebooking line another 2 hours to get another voucher. The agent went into my ticketing & said she had to go upstairs to documentation because of a problem with the previous rebooking. Apparently I had been rebooked via Chicago one day & a second booking direct to PHL 3 days later. When she returned, she handed me to another agent. He rebooked me on a direct flight to PHL with EW Discovery but one day later not 2 days later. He gave me a voucher for a different hotel & complicated directions to taking the train there. I said my luggage was at the previous hotel I was sent to yesterday. He said he didn¡¯t know anything about yesterday. He was very rude & condescending. By the time I was finished with these 2 people, I had missed my shuttle which meant I could not repack my luggage & checkout by noon. I called the hotel & had no choice but to book another night there which I had to pay for out of pocket.  When my rebooking confirmations came through, I received 2 for check-in: One for the next day, the other for the following day, same flights. I checked in to the flight for the following day. The plane did take off the next day, & I was on it. But EW Discovery economy was the tightest seating I have ever been in.  Needless to say, had I known I¡¯d be booked in a sardine can on a partner airline I never heard of for $2200, I would never have booked Lufthansa. And because of the worst customer service ever & uncomfortable partner airline, I never will again. I will warn my friends, family, & anyone traveling abroad about my retched experience with Lufthansa.",negative,-0.788978,0,70,10.475653,7.432484
Not Verified ,,Solo Leisure,Economy Class,Rennes to Oslo via Frankfurt,23-Jun,1,1,1,1,1,1,1,no,2,"  I had round trip via Frankfurt to Brittany, France. Prices for flight tickets increased drastically from 2019 to 2023. But what about quality of Lufthansa's service onboard, it has gone down in comparison with the pre-pandemic era. Forget about quality and tasty meals and beverages for free. It is not anymore included in flight ticket prices as well as choice of it. Onboard Lufthansa staff throws you one small bottle of the cheapest water from Denmark in plastic bottle and after 10 g bar of the cheap chocolate. On my final fly from Frankfurt I got very unpleasant neigbourghood from my back seating place. Crew told that they cannot replace me due no free places.",negative,-0.710616,0,70,10.475653,7.432484
Not Verified ,,Couple Leisure,Economy Class,Manchester to Vancouver via Frankfurt,23-Jun,1,1,1,1,1,1,1,no,1,"  The customer service I received was absolutely appalling! They messed my booking up, the check in, seat selection, the list goes on. The call centre staff couldn't understand me and weren't willing to help. I've flown all over the world with many different airlines and have never experienced such horrendous service. I will never fly with Lufthansa again and encourage others to do the same.",negative,-0.855941,0,70,10.475653,7.432484
? Trip Verified ,,Family Leisure,Economy Class,London to Cape town via Frankfurt,23-Jul,2,2,1,3,,2,1,no,3,"  We flew from Cape Town to the UK via Frankfurt, the out bound trip was okay. The food was terrible, almost inedible. The return trip was a disaster. The flight out of the UK was delayed causing us the miss the connecting flight home. The flight eventually landed at 22:30. Frankfurt airport shuts down at 22:00, including the in transit hotel. We were forced stay in the transit terminal without food or water until 6:30 the next morning when the Lufthansa service desk eventually opened. We were put on to a Qatar flight departing at 17:00. 19 hours in the transit area. We will never fly with Lufthansa again and never pass through Frankfurt airport again.",negative,-0.914029,0,70,10.475653,7.432484
Not Verified ,A320-200,Solo Leisure,Economy Class,Manchester to Bangkok,23-Apr,2,1,1,,,2,2,no,2,"  I flew this flight with Lufthansa a few months ago and I still can't get over just how much of a bad experience it was. The meal service was particularly bad, the food was basically inedible. The breakfast just before arriving in Bangkok was unbelievable. I was really hungry after the very small portion of pasta the night before and was looking forward to the breakfast. It consisted of a yoghurt and a sandwich which I think was ham. I couldn't say for definite since it was frozen solid as was the yoghurt. The flight attendant couldn't care less after I pointed it out to her. Even had we got metal cutlery it wouldn't have cut through it, the plastic stuff we got was extremely cheap rubbish. We never got to see the attendants after the one serving from the drinks trolley. On the return journey from Munich to Manchester I fancied a gin and tonic only to be told it would be 7.50. Having paid out big money for the flights I couldn't believe they were charging the same as budget airlines. Never ever again.",negative,-0.658664,0,70,10.475653,7.432484
? Trip Verified ,Boeing 747-8,Family Leisure,Economy Class,Frankfurt to Chicago,23-Jul,3,4,3,1,1,1,1,no,1,"  Horrible experience since checking in for flight. We were leaving Chicago, was not able to select seats through Luftansa and was told to pick it 24 hours before actual flight. Flight didn't take off and sat for 2 hours on the tarmac. The entertainment system did not work on the way back to the states and the flight attendant tried to get it restarted and didn'twork. No USB to charge phone since it's an older airplane. Worse is when we landed in Chicago yesterday, we still don't have our luggage a day later. All passengers on flight LH430 - after waiting for over an hour were told to file a delayed lost luggage online. The cargo door could not be open was the answer they gave us. You need to do better Luftansa, we spent 7k for 3 people and an infant with you and your flight partners. We wanted German precision but you delived sub par performance at a premium price, we will never fly with your airline again. ",negative,-0.771615,0,70,10.475653,7.432484
? Trip Verified ,A320,Business,Business Class,Brussels to Munich,23-Jun,3,4,3,,,3,4,yes,7,"  Boarding was unfortunately difficult caused by passengers with too much hand luggage. Flight departure was with a short delay - an acceptable cold breakfast was served with cold cuts and some cheese. FA were friendly - nothing special, nothing wrong either.",negative,-0.612732,0,70,10.475653,7.432484
Not Verified ,,Family Leisure,Economy Class,Miami to Bologna via Frankfurt,23-Jul,1,1,1,1,1,1,1,no,1,  Our flight was delayed and we missed our connecting flight because they did not have anyone to transport passengers to the connecting flights terminal on the other end of the airport. They caused us to arrive at our destination over 14 hours later when the rental car counters had all closed so we lost our rental car reservation and had to book a hotel room and wait until the next morning. Then we had to rent a more expensive car because our original reservation was missed due to the late flight. On top of all that they lost one of our bags and returned it to us 3 days later in terrible condition. The bag looked like it had been dragged though dirt and beat up. We had to spend even more money to buy clothes for the 3 days we didn¡¯t have the bag. I tried numerous times to call and email and you get absolutely no help from anyone. Just an email reply saying sorry but they will not do anything to compensate for all the additional costs they caused our family and nothing to make up for the worst flying experience we have had in our lives. ,negative,-0.95248,0,70,10.475653,7.432484
? Trip Verified ,A319/A321,Business,Economy Class,Berlin to Catania via Munich,23-Jun,1,1,,,,4,3,no,4,"  After several disappointing trips with Lufthansa Business with terrible seats and inedible food, I decided to fly Lufthansa Economy only when using this airline. The boarding process was easy and well organised. The seat was rather small and flimsy with not much legroom. Lufthansa forked out a small bottle of water - that¡¯s it. No free food, no free drinks. Honestly, I don¡¯t see why not flying budget carriers - there is no difference except maybe the real priority boarding offered by the flag carriers.",negative,-0.721671,0,70,10.475653,7.432484
? Trip Verified ,,Couple Leisure,Economy Class,New York to Munich,23-May,4,4,4,4,,4,3,yes,8,"  Flight on economy class was fine and as expected. Seat was comfortable, flight on-time, and inflight meals were good. Economy class service was good as well. Overall, no complaints at all.",positive,0.608345,0,70,10.475653,7.432484
Not Verified ,,Family Leisure,Economy Class,Chicago to Tirana via Frankfurt,23-Jun,1,1,1,1,1,1,1,no,1," Worst service my family has ever received. First, the flight was delayed, and then they changed the gate and didn't give enough time for the people to move to the new gate. My relatives missed the flight and nobody took responsibility for that. They even have the audacity to ask for money in order to give them new tickets for the next flight and then after a lot of arguing they accepted to give tickets at least, but nothing more. My relatives had to stay for 24 hours in the airport, Lufthansa didn't compensate for anything, no hotel, nothing. We will definitely avoid flying with this company ever again.",negative,-0.911236,0,70,10.475653,7.432484
? Trip Verified ,,Couple Leisure,Economy Class,Toulouse to Montreal via Munich,22-Aug,1,1,1,1,1,1,1,no,1," In June 2022, we were going back to Montreal from Toulouse (with a layover in Munich). The plane left Toulouse over an hour late, which made us miss the flight from Munich to Montreal. We had to wait 4h in line to get the tickets for the hotel/cab + plane tickets for the next available flight (24h later) to Montreal. The next day we got into the plane, the plane was nasty. I tried putting my bottle of water in the compartment in front of my seat and as I reached to put it I touched used, humid Kleenex from the previous passengers. I was about to take a picture of it when the stewardess saw me and changed our seats. The new seats we¡¯re as nasty as the previous one, coffee stains on the table, visible old journals in the compartment, hairs on the other table, etc. That was at the time when Airlines companies were supposed to clean the planes very well in between flights (for obvious COVID reasons), we we¡¯re also still required to wear a mask at all times. Two days after my arrival, I wrote a complaint and asked for the legal compensation for the missed flight (over 24h forced stay in Munich) and I also complained about the dirty plane, asking for a supervisor to call me. I did not receive and calls, only a weird email asking me for my banking information, which I replied to saying I wasn¡¯t comfortable giving this information that way. It took 5 months (November 2022) before I received another email stating that it was a safe way to give my information through the website. I did send my banking information through the website shortly after that, reiterating that I also wanted to receive a call from a supervisor. I didn¡¯t receive any calls nor any compensation whatsoever. I tried contacting the customer service department a couple of times, they would either hang up on me or make me wait for hours until the line would magically cut. At one point I was able to speak to someone, who confirmed to me it could take a couple months for me to receive something. Its been over a year now, I still haven¡¯t received the call, I warned them that I would file a complaint to the OTC, asked them to settle this with me before, they didn¡¯t reach out to me. I filled the complaint, still wrote to them that I was willing to settle it in a friendly way but they still refuse to call me. So for all the reasons above, I give the lowest rate I could give to this airplane company. The planes are not clean, they do not respect their customers, they do not respect the laws. Do not encourage that type of behavior, book with another company.",negative,-0.767414,1,69,10.397269,6.690842
? Trip Verified ,,Solo Leisure,Economy Class,Barcelona to Stavanger via Frankfurt,23-May,3,4,,,,1,1,no,3,  My return journey from Barcelona to Stavanger via Frankfurt was horrible! It took a little extra time to fly from Barcelona to Frankfurt and meanwhile connecting flight got cancelled/left and my ticket was reissued having a 10:30 hours transit. They issued a voucher of 15 euro for lunch but it didn¡¯t work at their participating shops! I emailed them to reimburse but didn¡¯t hear back from them. I was exhausted spending those 10:30 hours without kind of cooperation. Even couldn¡¯t avail another convenient flight of them that could reach me early as they said that their server wasn¡¯t working.,negative,-0.862056,0,70,10.475653,7.432484
? Trip Verified ,,Business,Economy Class,Vilnius to Munich via Berlin,23-Jun,2,3,,,,2,1,no,1,  Unbelievably disappointed for mishandling my delayed luggage and offering completely insufficient compensation. Unacceptable service and lack of empathy. Avoid at all costs!,negative,-0.965273,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Business Class,Bangkok to Birmingham via Munich,23-May,1,2,2,2,2,2,1,no,1,"  The quality and value for money of upgrades to business and premium economy are appalling. I paid significant amounts to upgrade my passenger class due to an accident that occurred on top of existing mobility limitations. I was desperately in need of a more comfortable return trip. I was extremely disappointed and after the trip, Lufthansa didn¡¯t even bother to respond to my emails. I had to chase them several times and their interest was nil.",negative,-0.929723,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,Chicago to Skopje via Frankfurt,23-Jun,1,1,1,1,1,1,1,no,1,"  Lufthansa doesn't care for the passengers! In my case, they were late 1.30h in Chicago, and we landed in Frankfurt 20 min before the departure time! It took us about 15 min to get out of plane, and the gate which was again connection with Lufthansa was so far, we made it 5 min after the scheduled time, and they already left. When asked, they said that the plane was overbooked, and they couldn't wait for us. So they take off late and the same company doesn't care to wait 5 min. Instead they will run away early, because they sell the tickets twice. They made us wait in the airport for over 12 hours to wait for the next flight, and gave use $15 voucher to eat. $15 for the whole day? This was the biggest joke. The worse experience ever in 20 years. Stay away for Lufthansa! In the plane, the screen wasn't working, was so boring not being able to watch a movie. My ticket cost me around $2000, and I got no service for the money I paid. I have never seen such a careless company!",negative,-0.833297,0,70,10.475653,7.432484
? Trip Verified ,A330 / Boeing 747,Solo Leisure,Business Class,Nairobi to Los Angeles via Frankfurt,23-Jun,3,3,2,,,2,2,no,3,"  First leg, JRO-FRA- boarding process was a mess and dis-organized. Business class - Only one person at the gate checking boarding passes. Flat bed not comfortable. No rest rooms in the front of plane. Two restrooms that were shared with economy comfort and occupied. Second leg, FRA -LAX - again same issue with boarding. Business class - only one person at gate checking boarding passes and everyone pushing to try to get through. No orderly queue. Flat bed more comfortable because there was a mattress pad. In general, one of the worst airlines that I have used and will not fly Lufthansa again.",negative,-0.716185,0,70,10.475653,7.432484
Not Verified ,,Solo Leisure,Economy Class,Toronto to Sofia,23-Jun,1,1,1,,,1,1,no,1,"  Luggage payment was not included in the ticket price. I had to pay extra 75 CAD at each airport. None of them accepted cash. In Toronto, the payment machine did not recognise my Visa card. I was sent to another counter where they issued a card with 75 dollars in it plus 9 CAD for the service. In Sofia, the card worked but instead of 101 units in local currency, I was charged 101 CAD (I lost another 26 dollars). One may say 35 dollars lost is not a big deal. True, but the problem is with the nerves. On top of the stress with checking in, security check and wasting time (you must be at the airport 3 hours before the departure time and departure was late by a whole hour) comes the stupid requirement to pay separately for the luggage. Not online or within the ticket price, but at the airport. Never again Lufthansa.",negative,-0.888793,0,70,10.475653,7.432484
? Trip Verified ,,Business,Economy Class,S?o Paulo to Frankfurt,23-Jun,1,1,4,2,,3,4,no,6,"  I flew from S?o Paulo to Frankfurt on the 1st June. The flight was almost completely full. On this 12-hour flight, we were placed in seats next to a partition, with no possibility of any movement to recline the backrest. The seat was only completely vertical. I spoke with the flight attendants about the problem. I noticed that there were 10 or 15 free seats in economy-plus / premium economy. I talked to the team again, I spoke about the discomfort of traveling for 12 hours in that seat, but they were totally inflexible. The 10-15 economy-plus seats were empty for the entire flight, and we had the backrest upright. The lack of flexibility and understanding of this discomfort on the part of the onboard team was astonishing.",negative,-0.548224,0,70,10.475653,7.432484
? Trip Verified ,A321 neo,Couple Leisure,Economy Class,Edinburgh to Frankfurt,23-Jun,5,4,2,,,2,4,yes,7,"  The check-in was a bit hesitant, since the staff acted a bit uncoordinated and the staff were not well pre-sorted by boarding numbers. Especially in a destination with a lot of older travelers not really well organized and prepared. The flight and the aircraft used were in excellent condition and there were no complaints.",negative,-0.679899,0,70,10.475653,7.432484
? Trip Verified ,Embraer 195,Couple Leisure,Economy Class,Frankfurt to Bristol,23-Jun,3,4,3,,,5,4,yes,9,"  From check-in (1 day before) to arrival in Bristol everything was to our complete satisfaction. The seat spacing on the type of aircraft used was a little smaller than usual, but was easy to bear due to the short flight duration.",positive,0.845189,0,70,10.475653,7.432484
Not Verified ,,Solo Leisure,Economy Class,Trondheim to Venice,23-Jun,3,2,,,,2,1,no,1,"  I flew with Lufthansa now 2 times, from Trondheim to Venice. I had to change flights in Munich before going to Italy (April and June) and both times my suitcase was missing and the plane was late. I do not recommend.",negative,-0.890057,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,Sarajevo to Milan via Frankfurt,23-Jun,2,2,1,1,2,1,1,no,1," Both outbound and inbound flights were delayed by close to two hours, and this happened every single time when I took this airline to destinations in East and Southeast Europe. The positions we received in Frankfurt and Munich were always outside positions which made it nearly impossible to catch the connecting flight and, attitude of LH staff on the plane and on the ground in the airport is arrogant and unfriendly.",negative,-0.899344,0,70,10.475653,7.432484
? Trip Verified ,,Couple Leisure,Economy Class,Munich to Naples,23-Jun,1,1,1,,,1,1,no,2," Left our bags in Munich, so we're stuck on vacation unable to do the things we came to Italy to do. Their excuse? The ""current situation"" with air travel - shorthand for not wanting to pay for enough baggage handlers. Makes you not want to bother traveling.",negative,-0.87532,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,Warsaw to Frankfurt ,23-Jun,1,1,1,1,1,1,1,no,1," Absolutely unpleasant and the worst flight I've ever had. They delayed flight and caused me to miss the connecting trip, which I also booked from Lufthansa (bus express). In addition, I lost my baggage because of it and nobody at the customer service point could help out. Person A (from Lufthansa) would say a completely different thing to person B, and so on (I talked to a number of Lufthansa employees, and each of them said different things). I had to get my connecting bus ticket three times (they made me miss my bus three times because of my lost luggage). The worst was when I was approaching one of the employees and with a very unfriendly tone, she said: ""Nobody can help you now. Come back tomorrow morning."" I was roaming around the airport at midnight for hours asking them and that's what they told me. They even do not give me any compensation during the lost baggage period. Extremely disappointing.",negative,-0.871307,0,70,10.475653,7.432484
Not Verified ,,Family Leisure,Economy Class,Munich to Cape Town,23-Jun,1,1,1,1,,1,1,no,1,"  Absolutely shocking customer service. Lost luggage, said they would pay 50% of costs for clothing for two small kids and an adult - not sure what law that represents. The worst is that the official helpline is utterly terrible. I've spent short of 6 hours trying to get through to someone. The end result is that the helpline for baggage is ""just an information centre"" and can't actually tell me where our lost kids clothes are. They ""make a request"". This is abysmal.",negative,-0.832765,0,70,10.475653,7.432484
? Trip Verified ,,Solo Leisure,Economy Class,Bucharest to Montreal via Munich,23-Jun,3,2,2,3,1,1,1,no,1,"  On my return flight from OTP to YUL, on June 13 I was denied boarding because Lufthansa overbooked the flight. They refused at the beginning to offer an alternative flight, but after insisting they offered an alternative flight with Air France. Because of this I arrived 5 hours late and Lufthansa offered me a Passenger receipt for a compensation. Even though i have a document from Lufthansa mentioning that they need to pay me 600Eur they refuse to pay it.",negative,-0.879992,0,70,10.475653,7.432484
Not Verified ,,Family Leisure,Economy Class,Frankfurt to Chicago,23-Jun,1,1,3,1,1,4,1,no,3,"  Had 5 total seats. One seat the in flight entertainment screen was not functioning, 2 seats had the light stuck on over half the flight (8 hours). Flight left an hour. late Flight attendants were not interested in helping. As others have noted there is no service from attendants during flight. Overall poor experience from the ""flagship airline"" for Germany.",negative,-0.882098,0,70,10.475653,7.432484
