status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
Not Verified ,,Family Leisure,Economy Class,Tenerife to Luton,22-Mar,1,2,1,1,1,1,1,no,1,"  Under any circumstances do not use this company. It would make Fawlty Towers Look like Emirates. I paid for extra leg room for myself and three other guest only to find the aircraft floor plan was wrong and the seats had been taken. The staff could not do much and helped as best they can. The refreshments were at best pathetic. I asked for and sandwich, we don't have any, crisps. None of that. What have you got. Whiskey, Wine. Tomato soup and cheese sandwiches. Not much of selection on a Half full flight. Absolutely Rubbish. Just read the other reviews and found only one positive one from someone who was moved because she was scared. ",negative,-0.615825,1,18,8.267629,-6.284321
Not Verified ,,Solo Leisure,Economy Class,,22-Apr,,,,,,,1,no,1,"  Worst company ever, I was book a flight in April for 28th June since they are open three flights a week from Malta to Belgrade on Tuesday, Thursday and Saturday, I planned everything for the flight on Tuesday from Malta and to return on Thursday back from Belgrade since I couldn't get more than two days on my work. They first change my flight time and move for a few hours before, and then for the day before departure and the day after arriving back in Malta so now I need to cancel or move all my schedule and they give me a big problem for everything and if I cancel no refund of my money, which is not my fault and I don't see why I need to pay for it because they are not even asked me before changing it or offer me refund or some other flight in the same day. This is last time I will fly with this company.",negative,-0.63487,1,18,8.267629,-6.284321
? Trip Verified ,,Couple Leisure,Economy Class,London Gatwick to Athens,22-May,1,1,1,1,1,1,1,no,1," We are flying with Wizz Air twice within three days and were faced with the same problem: Uncountable reasons for delaying the flight. The first flight was delayed and re-delayed, we managed to board after two and a half hours and stayed inside the craft for another 75 minutes before taking off. We are actually waiting for the second flight to take place. We were notified for a delay (by giving an estimated departure time 2.5 hours later than the original departure time) although we were asked to be at the airport for the check in as scheduled originally. We were asked to sign a declaration that we have been notified for the rights by email and the company keeps on sending emails and sms with new delays and updates. Now they sent 4 euro coupon per person to be spent on some shops, which ridiculously cannot be used because this nominated shops are at different gate locations from the one we are supposed to take off.",negative,-0.69947,1,18,8.267629,-6.284321
? Trip Verified ,A320-200,Business,Economy Class,Larnaca to Athens,22-May,1,1,1,1,1,1,1,no,1," What a scam airline. Whilst the airline being aware of the delay at least 10h before (delay due to crew fatigue-totally preventable and foreseen), informed us just 2 hours before departure. Also there was absolutely nobody at the airport to help us or inform us what to do. ¡®Got away¡¯ with a measly 4€ coupon, me having lost my connection and offered no alternatives had to pay 105€ to get home with a 20hour delay. Nobody answered the call center. 1/10 never gonna fly again, that was totally intentional. Do not try to save money with this airline.",negative,-0.906742,1,18,8.267629,-6.284321
? Trip Verified ,,Solo Leisure,Economy Class,Gatwick to Milan,22-May,1,1,,,,1,1,no,1,"  Atrocious attitude from staff towards customers. I was on the morning 8:35 flight from Gatwick to Milan, being told twice the flight was delayed via text message with a final expected leaving time of 9:58. Gate announcement was delayed by 5 mins, every 5 mins a minute before gate announcement for half an hour straight. Boarding did not finish until 10:30. apologies and reason for delay was given by pilot as ¡®its just been very busy¡¯. Cabin crew have not offered any apology or compensation for this over two hour delay. We are currently sat on tarmac, still connected via airbridge at 11am. Passengers in front of me asked cabin crew if they knew when we would be leaving and got the reply ¡®we are waiting till whenever, we leave when we leave¡¯.",negative,-0.88612,1,18,8.267629,-6.284321
? Trip Verified ,,Family Leisure,Economy Class,Vienna to Barcelona,22-May,1,1,,,,1,1,no,1,"  I am frequent traveler but this Wizz Air flight was definitely my the worst one. We traveled from Vienna to Barcelona as a group of 5 people. Firstly we were not able to proceed with an online check in as there was only 2 seats available. What surprised us first at the airport was extremely arrogant staff. Secondly, we were asked to pay an additional 40Eur per person for check in at the airport, in spite of the mistake from the Wizz Air side. Lady at the check in counter rudely told us that we only have 2 options: Pay 40Eur per person or stay in Vienna. After paying 200Eur we came to check in counter and the lady informed us that only 3 people can fly, for the other 2 they didn't have seats as the flight was overbooked. Again rude with very bad attitude. She literally threw on us 2 boarding passes without seats mentioning that we can go and fight at the boarding counter. Boarding crew was nothing better but luckily (we don't know how) we got a seat. In spite of having Wizz Priority we had to wait until the last person boarded, not knowing if we were flying or not. Another disappointment was the very messy and dirty aircraft. I would not recommend to anyone this airline if you don't want your vacation to start (or maybe also end) with a disaster!",negative,-0.805158,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,Belgrade to Rome,22-May,3,4,1,1,1,3,3,yes,5,"  The only problem i have with Wizz is frequent changes of flight times or dates. But they offer a refund or Wizz points for another flight so you can somehow manage the situation. So I would't recommend Wizz for business travel or any other travels where you don't have room for flexibility with time or dates. Regarding the flight itself, everything went smoothly, staff were pleasant and nice. For low cost it is quite acceptable.",positive,0.852962,1,18,8.267629,-6.284321
? Trip Verified ,,Solo Leisure,Economy Class,Milan to Bucharest,22-May,5,5,5,1,,5,5,yes,10,"  This was the best experience I ever had flying. I suffer of anxiety therefor my flights are horrible for me because I often have panic attacks. This time, I had the luck to encounter on board the best flight attendant I ever seen in all of my trips over the time. Her name is Madalina. She was there to comfort me. Right from the start she asked me to change sit so I was able to sit close to her. For the departure and landing she was talking to me and assuring me everything is going well. Like I said this was an amazing experience for me, such a dedication, love for her job and attention for her passengers I had not seen it before. She's so different than many other flight attendants and I hope more people will be like her. ",positive,0.702406,1,18,8.267629,-6.284321
Not Verified ,,Solo Leisure,Economy Class,Larnaca to Copenaghen,22-May,1,1,1,1,1,1,1,no,1,"  Larnaca to Copenhagen.  I couldn¡¯t manage doing the check in online. Therefore, I go to the counter in the airport for standard check in. At the counter in Larnaca Airport there is another company named LGS Handling LTD and I speak with a lady who told me that I have to pay a fine of 40 euros in order to ¡°unlock¡± my check-in and be able to take my flight as I was supposed to do it online instead. I explained to her my situation, that I couldn¡¯t do the check-in online as there was this disservice on the Wizz Air website. I refused to pay and she called her supervisor/manager, who tried to convince me again that I had to pay. I refused again. Then he said he would contact Wizz Air to see if they could solve the problem (not sure he did it to be honest). LGS Handling forced me to pay 40 euros extra in order to take the flight I already paid for before. ",negative,-0.812262,1,18,8.267629,-6.284321
? Trip Verified ,,Solo Leisure,Economy Class,Sarajevo to Charleroi,22-May,1,1,1,1,1,1,1,no,1," Absolutely the worst airline ever. Avoid if you can. I can't imagine Ryanair to be named the worst airline when there's Wizz Air in the world! 3 times booking with them and not a single good experience (first two booking were made on the same day before I realized how absolutely horrible they were and the third one was made using the credit for my cancelled flight). Their customer service is non-existent and will never help you. Be careful, their online check in often doesn't work and you end up paying for airport check in! Just be kind to yourself and avoid this horrible airline!",negative,-0.913387,1,18,8.267629,-6.284321
Not Verified ,A320,Couple Leisure,Economy Class,Abu Dhabi to Athens,22-May,3,4,3,,,3,5,yes,7,"  All started pretty well: check in was fast and efficient although confusing for those who had booked priority, but then boarding was already chaotic because entry to the plane was made possible through front and rear entrance without advising pax which option to use - resulting in some clever people to get in at the back and then pushing themselves to the front, literally sitting in the 4th row! Then the fun started: we pushed away from the finger only to return after a long wait, getting told that due to a technical glitch some formalities had to be redone. After a lengthy conversation, we were asked if one of was willing to move to a seat on the other side of the plane to get the balance right, otherwise we won't be able to take off - one passenger makes a difference, really? Anyway, flight was uneventful only the fact that you can't move the seat back at all made it a bit uncomfortable, cabin crew was friendly and helpful and we arrived safely with two hours delay in Athens.",negative,-0.354629,1,18,8.267629,-6.284321
? Trip Verified ,,Couple Leisure,Economy Class,Catania to Abu Dhabi,22-May,1,1,1,1,1,1,1,no,1,"  Worst airline I have ever used in my life.  Flights are delayed or canceled in the last moment without justification, plane is small and dirty, on our flight, half of menu items were not available, staff is rude and unprofessional. On flight from Catania to Abu Dhabi, after boarding one person decided she doesn't want to fly and left the airplane. As a security procedure, staff shall check and verify each bag in the cabin. This was done only for half of the luggage even we requested the staff to do it for all. This is failed security protocol and was reported to authorities. All in all, worst airline you can choose. Avoid it at all cost.",negative,-0.851259,1,18,8.267629,-6.284321
? Trip Verified ,,Family Leisure,Economy Class,Brussels to Bucharest,21-Aug,1,1,,,,1,1,no,1," The cancelled my ticket less than 10 days before the actual flight and refused to offer the legal compensation. A disgrace. They claimed they have sent the cancellation earlier and as a proof they showed a comment from their system mentioning a hoax address, very different from the one I used for my booking.",negative,-0.843632,1,18,7.416619,-6.466922
? Trip Verified ,,Couple Leisure,Economy Class,Tel Aviv to Dubai,22-May,1,1,1,1,1,1,1,no,1,  Went to the counter to check in. Informed us to get queue for security check. There¡¯s 100 people in one queue and there¡¯s 2 lines only for all the passengers in the airport in Tel Aviv with one man checking each line for security check. Letting people wait in one queue for 30 minutes then moving to another queue at the end of the line. No assistance whatsoever from the airline team. No responsibility and accountability in the ownership of organizing people. Twice we were informed we have to wait in the line with the same manager and blatantly lied about it. Informing us that we are wrong. Won¡¯t refund the tickets because he isn¡¯t part of the airline! But he¡¯s there in the counter for Wizz Air checking in clients!  Another long queue for departure gates with only 4 counters open. You need more than 4 hours to get in to your flight or they¡¯ll just tell you that you can¡¯t get in and buy another ticket! No empathy. Employees are rude.,negative,-0.725316,1,18,8.267629,-6.284321
? Trip Verified ,,Couple Leisure,Economy Class,Malaga to Luton,22-May,1,3,2,,,1,1,no,2,"  An all round terrible experience. Flight delayed by 3 hours, applied for compensation via the company website and it was declined as my flight landed ¡®2 hours and 57 minutes¡¯ after it was supposed to. Never received customer service this bad in my life, would really advise people to avoid Wizz Air as much as possible. Spend a few more pounds and fly with a decent airline.",negative,-0.806596,1,18,8.267629,-6.284321
Not Verified ,,Solo Leisure,Economy Class,Sofia to Lisbon,22-May,1,1,,,,1,1,no,1," Sofia to Lisbon. This is the worst company ever! Ever. 1st their website crash every 5 minutes and you are not able to check in or buy ticked, and you have to wait for the website to restart. Also they send irrelevant messages to the customers regarding important documents. I have received an email this morning that I need to full fill locator form for Portugal and on their website said you don't need it. Then I had to call to support (mission impossible), but after 100 times I found the number and I called they assured me I don't need this form regarding the last regulations in the country. But this is not all. I bought a ticked in advance with priority mode and when I had to check in I got a random place. Then on the next day I have received more that ridiculous message from them: "" Please note that the type of aircraft booked for your flight has been changed so that the seat (s) you originally selected is no longer available, and we are currently unable to allocate you space on the new aircraft. We are sorry for the inconvenience. Please arrive at the airport 3 hours before the departure time of your flight to receive a new allocated seat (if available)."" I had to call them and ask wtf this message means. The lady explain that even if I have ticket and pay extra for priority it is possible when I go to the airport to not have a place in the airplane. I am obligated to pay extra for place also, other wise I can not complain. Then I bought place for 10 euro, because the trip is important for me. This is my 2nd time using this company, I believe it is company, but whatever. I hope it will be the last one.",negative,-0.596251,1,18,8.267629,-6.284321
? Trip Verified ,,Solo Leisure,Economy Class,Gatwick to Milan Malpensa,21-Dec,3,1,,,,4,3,no,5,"  The aircraft after 1 hour from the departure time was still on his bay, technical problem they said, safety comes first, but these issues should not arise at a time when the aircraft, fully booked is ready to take off. I believe that Wizz Air standards are not good enough and need to be reviewed. ",negative,-0.825482,1,18,7.416619,-6.466922
? Trip Verified ,,Solo Leisure,Economy Class,Palermo to Prague,22-Apr,3,1,1,1,1,1,1,no,1,"  Absolutely horrible. Extra charges which there was no previous information about (no email, nothing on booking, and couldn¡¯t even find it on the website when I looked). Also, unsafe - announced that plane has an issue with brakes but they will be landing anyway!? People were praying on the plane - they should not let unsafe planes in the air. Never again.",negative,-0.894713,1,18,8.267629,-6.284321
? Trip Verified ,,Family Leisure,Economy Class,Dubai to Bucharest,20-May,,,,,,,4,no,1,"  Wizz Air charged me for my flight, then canceled the flight in 2020 and never refunded the payment. When I am contacting Costumer Service I am getting the notification that my emails are not received as their inbox is full. Previously they were replying saying that the matter was still with Finance (for months). When calling, they are saying they can't find the booking in the system! I am starting to lose hope that I will ever get refunded. Extremely disappointed.",negative,-0.929562,1,17,6.605298,-6.357842
? Trip Verified ,A320,Solo Leisure,Economy Class,Vienna to Amman ,22-Apr,1,1,,,,1,3,no,1," They delayed the outgoing flight by one day - and the return flight by 3 days. This is obviously useless so I had to buy an Austrian Airlines ticket as well for some 550 euros. The website is useless, they do not answer the phone, so this is a lesson not to use cheap useless airlines.",negative,-0.931928,1,18,8.267629,-6.284321
? Trip Verified ,,Family Leisure,Economy Class,Tirana to Madrid via Tirana,22-Apr,1,1,1,1,1,1,1,no,1,"  Got charged 40 Euro per head to desk check-in, even though the website was unavailable. on the flight from Tirana to Madrid i made the check in on line and everything was ok. But from Madrid to Tirana i tried all day long all the day before but there was something wrong with the website. And paid 120 Euro for 3 persons with the hope that they will reimburse it to me. ",negative,-0.278372,1,18,8.267629,-6.284321
? Trip Verified ,A320-232,Couple Leisure,Economy Class,Budapest to Athens,21-Oct,4,5,4,,,5,5,yes,10,"  The flight was good. In all together the cabin crew was very nice, we arrived early and there was no delay in our trip. I found the seats a little bit uncomfortable, but thats acceptable for a low cost airline. The foods and drinks were a little too expensive.",positive,0.398869,1,18,7.416619,-6.466922
? Trip Verified ,,Couple Leisure,Economy Class,Budapest to Milan,22-Apr,2,2,,,,2,1,no,1,"  Terrible experience for the first flight with Wizz Air. It has been now the fourth time of delay, terrible, due to lack of cabin attendants. Never consider to fly with this airline again.",negative,-0.857991,1,18,8.267629,-6.284321
? Trip Verified ,,Couple Leisure,Economy Class,Eindhoven to Budapest,21-Aug,,,,,,1,2,no,1,"  In August 2021 my friend and I went to Budapest from Eindhoven NL. On the return date, we were denied to board the plane because it was overbooked. My friend received compensation for this, whereas mine got rejected. We submitted the exact same claim! I have submitted multiple complaints about this, but I am not getting any response. It seems like they are deliberately ignoring me so that I cannot use their final answer to start a procedure via the ECC.",negative,-0.787206,1,18,7.416619,-6.466922
? Trip Verified ,,Couple Leisure,Economy Class,London Gatwick to Naples,22-Apr,3,2,,,,1,1,no,1," Our outbound flight from Gatwick to Naples was delayed by nearly 3 hours because they oversold the tickets for the flight and then couldn't figure out which passengers should sit where. Then on our return flight, we arrived at the airport to find out our flight was going to be delayed again. Then we were sat nearby our departure gate for over an hour and the flight was never announced. Many other flights were announced but not Wizz Air. They also did not check for missing passengers and because of this we missed our flight. I will never fly with Wizz Air again and strongly recommend you do the same. Even if they are the cheapest, it is not worth the stress. I will happily pay much more to fly with a different airline.",negative,-0.722179,1,18,8.267629,-6.284321
? Trip Verified ,,Business,Economy Class,Bucharest to Vienna,22-Mar,1,1,,,,1,1,no,1,"  I needed to check in online two different Bookings. I used the WIZZ APP. By one of the bookings, it was ok. By the second booking, I went all through the check in and I had a problem with the Seats Payment. The WIZZ App didn't allow me to start again and pay for the seats. I even received an e-mail about the seats to pay. When I got at the Airport, they said that I didn't do the check in and I needed to pay 40 dollars for each person. I was very upset, because I did the check in in the APP, I just had problem with the Seats and the App could not retrieve my booking. They ask us to do check in online, the App did not work well and I paid the price. I wrote a complain to the WIZZ Air, but they didn't take serious. They said that it was my fault, that I did wrong. Not recommend Wizz Air. If they ask for Check in Online, they need to offer a good App.",negative,-0.652153,1,18,8.267629,-6.284321
? Trip Verified ,A320,Couple Leisure,Economy Class,Funchal to London Gatwick,22-Apr,4,5,3,,,2,5,yes,8," Brilliant service for a low cost carrier. Clean and modern aircraft, good seating, the friendliest and most efficient crew I¡¯ve experienced both from and to Gatwick. Bag drop off at Gatwick on the way out was slow but good on the way back from Funchal. Would definitely chose Wizz again.",positive,0.817932,1,18,8.267629,-6.284321
Not Verified ,,Solo Leisure,Economy Class,London Luton to Thessaloniki,22-Mar,5,5,,5,,5,5,yes,10,  I flew with Wizz Air yesterday (19/03/22) and the crew were amazing. I was feeling anxious about flying and the whole crew was so supportive and helped me a lot. They were making sure during the whole flight that I was feeling okay and checking up on me. Thank you all so much!,positive,0.894631,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,London Gatwick to Rome,22-Mar,,,,,,,1,no,1,  I am absolutely disgusted at how Wizz Air are operating and treating customers. Wizz Air have changed our flight 3 times and this final time we cannot make the flight time due to other commitments - but Wizz Air won¡¯t allow us to book another flight without an extortionate fee and if we try to cancel the flight to get a refund they are charging us more than the flights actually cost. How is this reasonable or acceptable. Wizz Air charge your existing customer 1.50 a minute and the wait time is over 15 mins. The live chat bot is pointless and of no help. Wizz Air should be thoroughly ashamed of yourselves and your clear disregard for your customers. I will be raising a complaint and shouting about this from the rooftops. ,negative,-0.901668,1,18,8.267629,-6.284321
Not Verified ,A321,Business,Economy Class,London to Milan,22-Mar,1,1,,,,1,1,no,1,"  Believe the bad reviews. Boarding for the flight took place in a small room. Despite being in the middle of a global pandemic, few passengers and none of the gate staff wore masks. Passengers were advised they would have to put on masks on the plane. Then, at the point at which we should have boarded, the gate agent came back into the room and informed passengers (maskless of course and expelling aerosols over everyone) that the ground crew would not be able to load the plane and that any passengers with checked bags would not get them in Milan. These passengers could decide not to travel or follow up the missing bags later. We then boarded to be held on the ground for 2 hours while they attempted to resolve what transpired to me a wildcat strike by ground staff. The announcements from the cockpit were few and far between and refused to take any responsibility for the situation or suggest any attempts to mitigate it. The cabin crew did not nothing to police mask wearing among the passengers, with people sneezing and coughing all over the cabin while not wearing masks. Indeed, the crew were rather casual in mask wearing themselves, with the purser frequently pulling hers down. We eventually left and arrived two hours late. Upon arrival into Milan, we were all piled into a crowded bus, again with no checking of mask wearing. Admittedly, the crew did offer free water and a small snack to apologize for the delay. But the whole situation was handled really badly. Given the clear lack of respect for our safety I will definitely avoid this airline in future.",negative,-0.810696,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,Porto to Vienna,22-Mar,,,,,,,1,no,1,"  Had a flight that was cancelled for no apparent reason, and no justification was given. I was refunded, but only partial, when it should have been a full refund. Tried to contact them but all agents are always busy, and over the phone is super expensive, so I am not going to give them a call. Totally avoiding this scam company from now on.",negative,-0.812376,1,18,8.267629,-6.284321
? Trip Verified ,,Couple Leisure,Economy Class,Venice to Luton,22-Mar,2,2,2,,,2,2,no,1,"  As it was for a couple of days I took just hand luggage, no problem leaving Luton but coming back from Venice the booking area insisted it was too large for hand luggage and should go into the hold. Not a nice person so insisted a fee of 32 euros was paid. I have never flown budget airlines and I will never use a company like this again. I never booked this trip so could not believe how bad they are. A Hungarian company, making money by illegal ways. 
",negative,-0.876388,1,18,8.267629,-6.284321
Not Verified ,A321,Solo Leisure,Economy Class,Luton to Athens,22-Feb,2,5,,,,3,5,yes,9,"  Paid ?17.99 for a flight to Greece. Saw all of the horrible reviews and expected the worst, but I was pleasantly surprised. The flight departed on time, cabin was clean, crew were friendly and attentive. Seats weren¡¯t the most comfortable, and I think anything more than 3 hours might be quite painful. Crew not pushy with inflight sales like on Ryanair which was nice to see. Would fly again, maybe I got lucky, but nothing wrong with my experience with Wizz.",positive,0.344799,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,UK to Ukraine,22-Feb,1,1,,,,1,1,no,1,"  I booked a holiday to the Ukraine as part of a package through a tour operator, this included flights with Wizz Air. Four days before we were due to fly out, the tour operator cancelled the holiday due to the current situation and the country not being safe. At the time we were due to fly the UK Government had advised against non-essential travel to the Ukraine and that all UK nationals, including members of the Embassy were advised to return to the UK. I spoke to Wizz Air regarding a refund for my seats and baggage which I paid for directly with them (as I had already checked into my flight), but they ignorantly replied saying it was my choice not to board the flight, so tough, no refund. This is a loss of over ?100 to myself due to their total lack of understand of the current situation. There was no remorse for the people suffering in the Ukraine right now, no lack of understanding as to why the tour operator cancelled my holiday, just a straight ""no"", you cannot have my money back. It is absolutely outrageous that Wizz Air has taken the stance not to provide me with this refund. And clearly shows their utter lack of concern for the current situation which is happening in the Ukraine. This company is a disgrace.",negative,-0.843531,1,18,8.267629,-6.284321
? Trip Verified ,A321neo,Couple Leisure,Economy Class,Athens to Abu Dhabi,22-Feb,4,3,1,,,5,5,yes,8,"  Very good for low cost airline, the aircraft was spotless and seat pitch was adequate. Seats do not recline and there are no screens to see the flight path. Everything has to be paid for food and beverage. Relaxed for the bags that you are carrying. Staff was friendly but they were not very strict with the covid mask wearing. Flights were on time.",positive,0.288321,1,18,8.267629,-6.284321
? Trip Verified ,,Couple Leisure,Economy Class,Vienna to Luton,21-Dec,1,1,1,1,1,1,1,no,2,"  I booked the flight via a 3rd party website and then attempted to log in. I tried on the 3rd party website, Wizz air website and Wizz air app. It would not let me, and requested I go to the desk upon arrival. When I arrived they stated that 3rd parties are responsible for sharing check in details, and if I book anywhere other than the Wizz air website that I will always have to check in at the airport on the day. This meant they charged me two additional charges equating to 72 GBP for the service of checking me in and printing my ticket which equated to the cost of the flight! This happened to multiple people before and after me. I have since raised this with the 3rd party and correct authorities and it is indeed malpractice used to cut out comparison sites and extract money from consumers by concealing costs and entrapping them into paying it or missing the flight (pressure tactics).",negative,-0.662863,1,18,7.416619,-6.466922
Not Verified ,A321 neo ,Couple Leisure,Economy Class,,22-Jan,2,2,2,,,4,2,no,5," Just boarded Wizz Air (first ever flight with them) for a flight to Tenerife and what a shambles! It was like playing musical chairs. The crew let everybody and anybody move seats to wherever they wanted. No safety guidance at all. Correct me if I'm wrong but I always thought that you needed to be in your allocated seat for take off and landing. At least 30 people swapped seats/places, delayed the flight slightly whilst they decided where they wanted to sit. Bloody ridiculous. Crew seem nice but have absolutely no control",negative,-0.759405,1,18,8.267629,-6.284321
? Trip Verified ,A20,Solo Leisure,Economy Class,Berlin to Kiev,22-Jan,5,5,5,,,4,5,yes,8,"  Totally acceptable for the price paid. No problems with booking, buying services and checking in online. At the airport check in needed more punctual start (delayed by 30 min). Boarding process was organised ok. Onboard no dislikes. Seat pitch and legroom better than before. Plane in perfect condition. Toilets tidy. Disembarkation well ordered. No problem with overhead bags placement. Bought a bottle of water onboard. Paid with card, no problem. Overall good value for money. Recommended.",positive,0.524307,1,18,8.267629,-6.284321
Not Verified ,,Solo Leisure,Economy Class,Eindhoven to Chi?in?u ,22-Jan,2,2,2,1,1,1,1,no,1,"  I had to pay extra 40 euro at airport for check in. I tried to check in online in advance for free as their site promises that it works, but I couldn't finish my check in because free seats were finished. I wanted to buy a seat for to finish the check in, but even then I couldn't finish the check in because of some technical errors of their site. In reality this is how they work, they block you for finishing the online check in for free for to take more money from you at airport. Many other passengers from that flight had the same problem. I don't recommend Wizz Air, they attract people with cheap prices, but in reality you pay for all kind of fees and unexpected errors they create. It's better to buy from a honest company who tells you straight how much it costs without scamming you and deceived you. Reading other people's reviews I see that Wizz Air is a very unreliable company. Some people have much more terrible experience with them.",negative,-0.748843,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,London to Keflavik,21-Feb,,,,,,,1,no,1," Booked through an Agent to go to Iceland, outbound flight only from London. One day after booking they changed the flight by 2 days. Originally, it was Thursday 17:50 and it was changed to Saturday 05:50. Ridiculous change. Considering it was a meant to be a long weekend (Thurs-Mon) this was a totally unacceptable change. I tried to contact them. Their online Agent service was perpetually busy so couldn't get though. I went to call and notice they have allocated call centres per country which charge rather extortionate rates so wasn't willing to call them. Found a local number which I called and I was transferred to an extremely rude, snappy and impatient agent. She informed me that I needed to obtain the email address and phone number of the travel agent in order to proceed with any refund. I provided what information Google had which wasn't satisfactory to them. They suggested I contact them to find this out. Again, absoultey ridiculous considering they changed my flight. I eventually call back after contacting Trip directly, who were unable to provide this information. Again I was transferred to an extremely rude agent who again didn't provide any sort of refund or alternative solution. I hung up frustrated and managed to resolve the issue with my booking agent, who will make the refund request themselves. Extremely budget airline with no operational management skills, with obvious contempt and disregard for the customer. Likely all manner of profits go into the pockets of their investors and shareholders as the overall quality of this business is abysmal.",negative,-0.917644,1,18,7.416619,-6.466922
Not Verified ,,Family Leisure,Economy Class,Grenoble to Luton,22-Jan,1,1,,,,1,1,no,1,"  I couldn't even fly with Wizz Air because I couldn't book the tickets. They started off at ?60pp. Having tried 4 times with 3 different booking services, I gave up and booked a train. Lastminute.com tried to book it twice, took payment then said they couldn't and are sending a refund. MyTrip tried to get the payment to go through twice, couldn't. The price was supposed to be ?60pp. By the time I gave up, it had gone up to over ?90pp. Each time, I got part of the way through booking before being informed that the price had gone up. I'm taking the train instead. It costs a bit more but at least I know I can actually get back from France. Hearing the horror stories of people who actually got their booking to go through, I'm glad it failed.",negative,-0.788046,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,Budapest to Paris,22-Jan,1,1,,,,1,1,no,1,"  What a terrible flight experience. Check-in issues occurred online, due to ""website technical difficulties"", forcing passengers to do it on-site. Moreover, this company is surprisingly waiting for the very last second before letting the passengers get on board, in a totally rushed and disorganized manner. Unbelievable. To make things even worse, there was absolutely no guidance from any crew member resulting in passengers getting stuck for several minutes standing in the plane's main way not knowing where to put their luggage, in Covid19 times. Unreal. Better pay 10% more and get a decently organized crew team. Or go to another low-cost company. Is it needed to mention, the flight is way late on schedule. Never again.",negative,-0.691956,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,Gatwick to Lanzarote,22-Jan,1,2,1,1,1,1,2,no,1," Worst airline I¡¯ve ever flown. Going out to Lanzarote the flight was delayed. The seats were awful and uncomfortable, it felt like they strapped a bit of plastic over a metal seat, never have I seen a seat with seams which run down both length of your legs which after a 4 hour flight just made indents into the backs of your legs, just to make it that more bit uncomfortable. Flight delayed both ways. On return they ran out of all food apart from Pringles. When asked they said it was because the previous flight ate all the food? (I thought the delay was because they were restocking?! No. Empty. Never flying with wizz air again.",negative,-0.856995,1,18,8.267629,-6.284321
? Trip Verified ,,Family Leisure,Economy Class,London Gatwick to Arrecife,21-Dec,4,5,4,,,4,4,yes,8,"  I had a great experience flying with Wizz Air. On both flights, we departed on time - even arrived 10mn before schedule on our return flight to London. The cabin crew was really pleasant - one of the flight attendants gave a free chocolate bar to my toddler when we flew out on Christmas eve. And the planes were recent, in good condition and the pilots made us feel safe (I'm a nervous flyer). Overall very smooth and pleasant experience. Of course it is not all perfect. The online check in will make you lose the will to live. .. all I can say is keep trying (a tip if you register multiple people with the same booking reference is to use a new browser each time). Alternatively try with the app. And yes the baggage allowance is minimal and you have to pay (a lot) for extra bags but that is the same with every low cost companies.",positive,0.539725,1,18,7.416619,-6.466922
? Trip Verified ,,Solo Leisure,Economy Class,Vilnius to Birmingham,21-Dec,2,2,,1,1,3,2,no,2,"  I don¡¯t write reviews often but Wizz air flights are mostly late at least in my experience flying from Vilnius to UK. Today it means I will miss my booked PCR test appointment and other arrangements which will make me non compliant with regulations or not able to go to work, given that such delay is occurring very often. I think  this airline has to be highlighted as poor quality and unreliable so customers could make informed choices when possible and fly alternative choices to more reliable airlines",negative,-0.939043,1,18,7.416619,-6.466922
Not Verified ,,Solo Leisure,Economy Class,,21-Dec,,,,,,,1,no,1," I understand that they have to make money in other ways since some flights are cheap, but that's just ridiculous. Before my flight, I had to make the check-in online for my father. At the point where you have to put some contact information, like email and phone number. Every email we put didn't work, saying that he email is already on another passenger, which is impossible since my father was travelling alone. After a few minutes, we read that this information was not mandatory, but we could not go further. After a while, we saw that, somehow, my father's 2nd name wasn't displaying. We tried to change it. BAM €92 for the change even though the first time was free, as it was written on top. After that we tried to call the customer service, which is €1.22/min and since everyone, these days, is using unlimited calls and data, we could not call anyone. They have no email either. To close it up, my father has to wait till the departure day and do the check-in at the airport, paying, again, €11. Will never fly with Wizz Air ever again.",negative,-0.579208,1,18,7.416619,-6.466922
